question,sentence,label,idx
What kind of disorders are the result of an overactive immune response?,"Here, the immune system fails to properly distinguish between self and non-self, and attacks part of the body.",1,3519
What did Tymnet connect,Tymnet was also connected to dozens of other public networks in the U.S. and internationally via X.25/X.75 gateways.,1,1064
When was a third visit to Mnafeld scheduled?,"Luther journeyed to Mansfeld twice in late 1545 to participate in the negotiations for a settlement, and a third visit was needed in early 1546 for their completion.",0,4644
What city north of New York was settled by Huguenots?,"Huguenot immigrants did not disperse or settle in different parts of the country, but rather, formed three societies or congregations; one in the city of New York, another 21 miles north of New York in a town which they named New Rochelle, and a third further upstate in New Paltz.",0,4483
What were the years two Regulations that conflicted with an Italian law originate in the Simmenthal SpA case?,"He claimed the Italian nationalisation law conflicted with the Treaty of Rome, and requested a reference be made to both the Italian Constitutional Court and the Court of Justice under TFEU article 267.",1,1675
What is another piece created by Olivier Messiaen?,"The French composer Olivier Messiaen used prime numbers to create ametrical music through ""natural phenomena"".",1,2708
Which empire was the last one Genghis Khan conquered before he died?,He died in 1227 after defeating the Western Xia.,0,4102
Name a larger car that Toyota came up with as buyers lamented the small sized compacts?,"Some buyers lamented the small size of the first Japanese compacts, and both Toyota and Nissan (then known as Datsun) introduced larger cars such as the Toyota Corona Mark II, the Toyota Cressida, the Mazda 616 and Datsun 810, which added passenger space and amenities such as air conditioning, power steering, AM-FM radios, and even power windows and central locking without increasing the price of the vehicle.",0,3373
Where was Tesla's laboratory established?,"In the same year, he patented the Tesla coil.",1,429
Who was responsible for the preliminary archaeological research at Ologesailie and Hyrax Hill?,Later work at the former site was undertaken by Glynn Isaac.,1,5106
"In China, this person inferred that the land was formed by erosion of the mountains and by silt deposition, what was his name?","In China, the polymath Shen Kuo (1031–1095) formulated a hypothesis for the process of land formation: based on his observation of fossil animal shells in a geological stratum in a mountain hundreds of miles from the ocean, he inferred that the land was formed by erosion of the mountains and by deposition of silt.",0,389
Which descendant of Genghis Khan sacked Baghdad?,"His descendant Hulagu Khan destroyed much of Iran's northern part and sacked Baghdad although his forces were halted by the Mamluks of Egypt, but Hulagu's descendant Ghazan Khan would return to beat the Egyptian Mamluks right out of Levant, Palestine and even Gaza.",0,3252
How many times did Newcastle fight off the Scots during the 14th century?,"A 25-foot (7.6 m) high stone wall was built around the town in the 13th century, to defend it from invaders during the Border war against Scotland.",1,3649
How many professional schools does the University of Chicago have?,"Beyond the arts and sciences, Chicago is also well known for its professional schools, which include the Pritzker School of Medicine, the University of Chicago Booth School of Business, the Law School, the School of Social Service Administration, the Harris School of Public Policy Studies, the Graham School of Continuing Liberal and Professional Studies and the Divinity School.",1,1550
Who designed the golf course located at the Sunnyside Country Club?,"It is also the home of the Sunnyside Country Club, which maintains a golf course designed by William P. Bell.",0,4978
In what year did a Doctor first become nominated for a Best Actor award?,"In 2011, Matt Smith became the first Doctor to be nominated for a BAFTA Television Award for Best Actor and in 2016, Michelle Gomez became the first female to receive a BAFTA nomination for the series, getting a Best Supporting Actress nomination for her work as Missy.",0,4827
When did Konstantin Mereschkowski suggest the origin of chloroplasts?,This origin of chloroplasts was first suggested by the Russian biologist Konstantin Mereschkowski in 1905 after Andreas Schimper observed in 1883 that chloroplasts closely resemble cyanobacteria.,0,750
What are those with lower incomes often unable to manage?,"Firstly, certain costs are difficult to avoid and are shared by everyone, such as the costs of housing, pensions, education and health care.",1,1976
What kind of audience share did MNF allow ABC to attain according to Goldenson?,"In 1970, ABC debuted Monday Night Football as part of its Monday prime time schedule; the program became a hit for the network and served as the National Football League (NFL)'s premier game of the week until 2006, when Sunday Night Football, which moved to NBC that year as part of a broadcast deal that in turn saw MNF move to ESPN, took over as the league's marquee game.",1,4001
What fields of study did Martin Luther prefer?,"For Luther, reason could be used to question men and institutions, but not God.",1,5115
What is the name of the largest university press in the U.S?,"The university is also home to the University of Chicago Press, the largest university press in the United States.",0,4222
Where does the Rhine begin?,"Rhein, French: le Rhin, Dutch: Rijn) is a European river that begins in the Swiss canton of Graubünden in the southeastern Swiss Alps, forms part of the Swiss-Austrian, Swiss-Liechtenstein border, Swiss-German and then the Franco-German border, then flows through the Rhineland and eventually empties into the North Sea in the Netherlands.",0,1228
Who was ABC Great States sold to in 1974?,"Citing limited profitability of its cinemas, ABC Great States, the Central West division of ABC Theatres, was sold to Henry Plitt in 1974.",0,4265
Who had the most receptions out of all players for the year?,"Veteran receiver Demaryius Thomas led the team with 105 receptions for 1,304 yards and six touchdowns, while Emmanuel Sanders caught 76 passes for 1,135 yards and six scores, while adding another 106 yards returning punts.",0,257
Who did Luther banish?,"After banishing the Zwickau prophets, he now faced a battle against not only the established Church but also the radical reformers who threatened the new order by fomenting social unrest and violence.",0,4692
What has caused China to suspend their railway project?,China has been causing environmental and social problems that include the recent suspension of the railway project.,0,2981
What antibody is transported from the mother to baby across the placenta?,Breast milk or colostrum also contains antibodies that are transferred to the gut of the infant and protect against bacterial infections until the newborn can synthesize its own antibodies.,1,4583
How would the word apothecary be viewed by contemporary English speakers?,The word pharmacy is derived from its root word pharma which was a term used since the 15th–17th centuries.,1,403
Who is the trophy featured on the logo named for?,"Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically pleasing logo with the letter ""L"" using the standardized logo template introduced at Super Bowl XLV.",1,2654
When did the four rightly guided Caliphs die?,"This is believed to have ended the true Islamic system, something for which it blames ""the disbelieving (Kafir) colonial powers"" working through Turkish modernist Mustafa Kemal Atatürk.",1,4899
What are the most active parts of ctenophora?,"These branch through the mesoglea to the most active parts of the animal: the mouth and pharynx; the roots of the tentacles, if present; all along the underside of each comb row; and four branches round the sensory complex at the far end from the mouth – two of these four branches terminate in anal pores.",0,9
"In addition to teaching within the family, where else is informal teaching done?",Formal teaching may be carried out by paid professionals.,1,4621
When did this attempt take place?,The label Huguenot was purportedly first applied in France to those conspirators (all of them aristocratic members of the Reformed Church) involved in the Amboise plot of 1560: a foiled attempt to wrest power in France from the influential House of Guise.,0,393
Who normally supervises a construction job?,"An architect normally manages the job, and a construction manager, design engineer, construction engineer or project manager supervises it.",0,2167
In what years did the show see audiences as high as 12 million?,"The first of these was the ""Dalekmania"" period (circa 1964–1965), when the popularity of the Daleks regularly brought Doctor Who ratings of between 9 and 14 million, even for stories which did not feature them.",1,3072
Apollo 17 was significant for what reason?,"Crews on all development flights (except the Earth orbit CSM development flights) through the first two landings on Apollo 11 and Apollo 12, included at least two (sometimes three) Gemini veterans.",1,3906
What did Tesla work as after dropping out?,"In December 1878, Tesla left Graz and severed all relations with his family to hide the fact that he dropped out of school.",1,4535
To whom has the Antwerp City Hall doors in the V&A collection been attributed?,"One of the finest pieces of continental furniture in the collection is the Rococo Augustus Rex Bureau Cabinet dated c1750 from Germany, with especially fine marquetry and ormolu mounts.",1,2269
Which amino acids contain sulfur?,Chloroplasts alone make almost all of a plant cell's amino acids in their stroma except the sulfur-containing ones like cysteine and methionine.,0,5181
"By sunlight, what compound did  Priestley concentrate on to make the gas he called ""dephlogisticated air""?","After breathing the gas himself, he wrote: ""The feeling of it to my lungs was not sensibly different from that of common air, but I fancied that my breast felt peculiarly light and easy for some time afterwards.""",1,662
Who was named president of Disney-ABC television group in 2004?,"In 2004, ABC's average viewership declined by ten ratings points, landing the network in fourth place, behind NBC, CBS and Fox (by the following year, the combined season-ending average audience share of ABC, NBC and CBS represented only 32% of U.S. households).",1,585
Where was there a weakness in British supply chain?,"Scouts had reported the weakness of the British supply chain, so he ordered an attack against the forts Shirley had erected at the Oneida Carry.",0,930
What language is used in Chinese secondary schools in Malaysia?,"While Chinese primary schools were allowed to retain Chinese as the medium of instruction, Chinese secondary schools are required to change into English-medium schools.",0,3192
What is Warsaw known as in Polish?,"Its population is estimated at 1.740 million residents within a greater metropolitan area of 2.666 million residents, which makes Warsaw the 9th most-populous capital city in the European Union.",1,3145
What day of the week was Media Day held on for Super Bowl 50?,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night.",0,275
Who presented the Edict of Worms declaring Luther to be an outlaw?,"The Emperor presented the final draft of the Edict of Worms on 25 May 1521, declaring Luther an outlaw, banning his literature, and requiring his arrest: ""We want him to be apprehended and punished as a notorious heretic.",0,3211
What was one of Luther's most personal writings?,The catechism is one of Luther's most personal works.,0,4292
What kind of graph is an example of an input used in a decision problem?,An example of a decision problem is the following.,1,915
How old was Martin Luther when he married?,"At the time of their marriage, Katharina was 26 years old and Luther was 41 years old.",0,1163
What was Houghton's role?,"Houghton has stressed that the SPM is agreed upon by delegates from many of the world's governments, and that any changes to the SPM must be supported by scientific evidence.",1,928
What innovation in Mongolian language is credited to Genghis Khan?,Genghis Khan is regarded as one of the prominent leaders in Mongolia's history.,1,2963
During what time did the rainforest spanned a narrow band?,"During the Oligocene, for example, the rainforest spanned a relatively narrow band.",0,4248
In what year was the South African Schools Act passed?,Some of the oldest schools in South Africa are private church schools that were established by missionaries in the early nineteenth century.,1,639
What happened as a result of the Russo-Japanese War?,"During the Second Sino-Japanese War in 1937, Japan's military invaded central China and by the end of the Pacific War, Japan had conquered much of the Far East, including Hong Kong, Vietnam, Cambodia, Myanmar, the Philippines, Indonesia, part of New Guinea and some islands of the Pacific Ocean.",1,4370
What 3 things does the Air Force work key on,"The work focuses on three key ideas: use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets, and delivery of these messages by store and forward switching.",0,1756
When was the second oil crisis?,"The embargo caused an oil crisis, or ""shock"", with many short- and long-term effects on global politics and the global economy.",1,4533
When did Prime Minister Wilson commit to some form of devolved legislature?,"However, it was not until 1978 that final legislative proposals for a Scottish Assembly were passed by the United Kingdom Parliament.",1,2067
Other theories of the word's origin can be generally classed as what?,"Some disagree with such double or triple non-French linguistic origins, arguing that for the word to have spread into common use in France, it must have originated in the French language.",0,4530
Where is St Aloysius' College located?,"They are usually expensive schools that tend to be up-market and traditional in style, some Catholic schools fall into this category as well, e.g. St Joseph's College, Gregory Terrace, Saint Ignatius' College, Riverview, St Gregory's College, Campbelltown, St Aloysius' College (Sydney) and St Joseph's College, Hunters Hill, as well as Loreto Kirribilli, Monte Sant Angelo Mercy College, St Ursula's College and Loreto Normanhurst for girls.",0,2145
Very small markets had to wait until what decade to support an ABC affiliate?,"As a result, with the exception of the largest markets, ABC was relegated to secondary status on one or both of the existing stations, usually via off-hours clearances (a notable exception during this time was WKST-TV in Youngstown, Ohio, now WYTV, despite the small size of the surrounding market and its close proximity to Cleveland and Pittsburgh even decades before the city's economic collapse).",1,4073
What did Tesla patent in 1891?,"On 30 July 1891, at the age of 35, Tesla became a naturalized citizen of the United States, and established his South Fifth Avenue laboratory, and later another at 46 E. Houston Street, in New York.",1,2174
What is the main denomination of Christians in Kenya?,"The only Jewish synagogue in the country is located in the capital, Nairobi.",1,3631
What South African law recognized two types of schools?,"The South African Schools Act of 1996 recognises two categories of schools: ""public"" (state-controlled) and ""independent"" (which includes traditional private schools and schools which are privately governed[clarification needed].)",0,2913
What does man's justification depend on in faith?,The benefits of good works could be obtained by donating money to the church.,1,1618
What network was designed by the french,"First demonstrated in 1973, it was developed to explore alternatives to the early ARPANET design and to support network research generally.",1,5288
The steps around the water feature can be drained for what uses?,"This is in front of the bronze doors leading to the refreshment rooms, a central path flanked by lawns leads to the sculpture gallery; the north, east and west sides have herbaceous borders along the museum walls with paths in front which continues along the south façade; in the two corners by the north façade there is planted an American Sweetgum tree; the southern, eastern and western edges of the lawns have glass planters which contain orange and lemon trees in summer, these are replaced by bay trees in winter.",1,1877
"In 1890, who did the university decide to team up with?","In the 1890s, the University of Chicago, fearful that its vast resources would injure smaller schools by drawing away good students, affiliated with several regional colleges and universities: Des Moines College, Kalamazoo College, Butler University, and Stetson University.",0,1758
What museum preserves the memory of the crime?,A fine tribute to the fall of Warsaw and history of Poland can be found in the Warsaw Uprising Museum and in the Katyń Museum which preserves the memory of the crime.,0,39
What project structures assist the owner in integration?,"In general, each of these project structures allows the owner to integrate the services of architects, interior designers, engineers and constructors throughout design and construction.",1,553
What cable provider did ABC reach an agreement with in 1993 to carry it's owned-and-operated stations in ABC O&O markets?,"In 1993, the FCC repealed the Financial Interest and Syndication Rules, once again allowing networks to hold interests in television production studios.",1,1829
What injury did Thomas Davis suffer in the NFC Championship?,"Carolina suffered a major setback when Thomas Davis, an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game.",0,1635
Name one way the Plowshares organization temporarily close GCSB Waihopai?,"Brownlee notes that ""although civil disobedients are constrained in their use of coercion by their conscientious aim to engage in moral dialogue, nevertheless they may find it necessary to employ limited coercion in order to get their issue onto the table.""",1,329
How large was the audience BSkyB said they could reach?,Media commentators had debated whether the figure could be reached as the growth in subscriber numbers elsewhere in Europe flattened.,1,1588
Who performed the funeral for Martin Luther?,The funeral was held by his friends Johannes Bugenhagen and Philipp Melanchthon.,0,210
What was a plugs-out test done to simulate on the LC-34?,"If successful, this would be followed by a more rigorous countdown simulation test closer to the February 21 launch, with both spacecraft and launch vehicle fueled.",1,1370
What is issued once construction is complete and a final inspection has been passed?,"During the construction of a building, the municipal building inspector inspects the building periodically to ensure that the construction adheres to the approved plans and the local building code.",1,1001
What is a derogatory term for the Christian academies that arose in the wake of school desegregation?,"Since the 1970s, many of these ""segregation academies"" have shut down, although some continue to operate.[citation needed]",0,2043
Of what form is the infinite amount of primes that comprise the special cases of Schinzel's hypothesis?,These conjectures are special cases of the broad Schinzel's hypothesis H. Brocard's conjecture says that there are always at least four primes between the squares of consecutive primes greater than 2.,1,1951
What is the number of plant species in economics and social interest?,"To date, an estimated 438,000 species of plants of economic and social interest have been registered in the region with many more remaining to be discovered or catalogued.",0,2600
What does Paul Krugmen think has had an observable effect on inequality in the U.S.?,"However, he concedes that the effect of trade on inequality in America is minor when compared to other causes, such as technological innovation, a view shared by other experts.",1,1233
What applies to equally to constant velocity motion as it does to rest.,It is the inertia of the ball associated with its constant velocity in the direction of the vehicle's motion that ensures the ball continues to move forward even as it is thrown up and falls back down.,1,2105
What provided much of the basis for the structure of the Parliament in 1995?,"In the aftermath of the 1979 referendum defeat, the Campaign for a Scottish Assembly was initiated as a pressure group, leading to the 1989 Scottish Constitutional Convention with various organisations such as Scottish churches, political parties and representatives of industry taking part.",1,1837
How many kilometers is Warsaw from the Carpathian Mountains?,"Warsaw lies in east-central Poland about 300 km (190 mi) from the Carpathian Mountains and about 260 km (160 mi) from the Baltic Sea, 523 km (325 mi) east of Berlin, Germany.",0,1613
In what year did Luther get his degree?,"He was made to wake at four every morning for what has been described as ""a day of rote learning and often wearying spiritual exercises.""",1,4496
What were the Saxon Palace and Brühl Palace in prewar Warsaw?,Exceptional examples of the bourgeois architecture of the later periods were not restored by the communist authorities after the war (like mentioned Kronenberg Palace and Insurance Company Rosja building) or they were rebuilt in socialist realism style (like Warsaw Philharmony edifice originally inspired by Palais Garnier in Paris).,1,1776
When did Mechlin lace develop?,"Although 19th century sources have asserted that some of these refugees were lacemakers and contributed to the East Midlands lace industry, this is contentious.",1,2987
What type of math was advanced during the Yuan?,Zhu used a method of elimination to reduce the simultaneous equations to a single equation with only one unknown.,1,1317
What reconstructions supported the 1999 paper's information?,"The schematic was not an actual plot of data, and was based on a diagram of temperatures in central England, with temperatures increased on the basis of documentary evidence of Medieval vineyards in England.",0,1853
What type of treaty was the Lisbon Treaty?,"Instead, the Lisbon Treaty was enacted.",1,1419
What is the balance for positive reinforcement?,"Positive reinforcement is balanced with immediate and fair punishment for misbehavior and firm, clear boundaries define what is appropriate and inappropriate behavior.",0,2684
Which pair of Genghis Khan's sons were most rivalrous?,Genghis Khan was aware of the friction between his sons (particularly between Chagatai and Jochi) and worried of possible conflict between them if he died.,0,852
What disease did Tesla contract in 1873?,"Shortly after he arrived, Tesla contracted cholera; he was bedridden for nine months and was near death multiple times.",0,2432
What report had the correct date?,"The IPCC has since acknowledged that the date is incorrect, while reaffirming that the conclusion in the final summary was robust.",1,3401
Antigone was a play made by whom?,"One of the oldest depictions of civil disobedience is in Sophocles' play Antigone, in which Antigone, one of the daughters of former King of Thebes, Oedipus, defies Creon, the current King of Thebes, who is trying to stop her from giving her brother Polynices a proper burial.",0,2148
How long would Tesla spend gambling sometimes?,"On one occasion at his laboratory, Tesla worked for a period of 84 hours without sleep or rest.:208 Kenneth Swezey, a journalist whom Tesla had befriended, confirmed that Tesla rarely slept.",1,514
Who is the publisher of the Doctor Who Adventures magazine?,"This is published by Panini, as is the Doctor",0,3454
How many major chloroplast replication models have been suggested?,"The mechanism for chloroplast DNA (cpDNA) replication has not been conclusively determined, but two main models have been proposed.",0,3323
"In the article's title, what did the machine hope to end?","However, his religious views remain uncertain due to other statements that he made.",1,4561
Antigone was a play made by whom?,"She is not at all afraid of the death he threatens her with (and eventually carries out), but she is afraid of how her conscience will smite her if she does not do this.",1,4009
When was the outbreak of World War I?,"Lt Col Paul von Lettow-Vorbeck took command of the German military forces, determined to tie down as many British resources as possible.",1,643
Who is known as the first Keeper of Fine Art Collection at the V&A?,"In these early years the practical use of the collection was very much emphasised as opposed to that of ""High Art"" at the National Gallery and scholarship at the British Museum.",1,382
How many square miles large was the region impacted by the 2010 drought?,"The affected region was approximate 1,160,000 square miles (3,000,000 km2) of rainforest, compared to 734,000 square miles (1,900,000 km2) in 2005.",0,3641
Which musical group did the V&A present in July 1973 as part of its youth outreach programme?,"In July 1973, as part of its outreach programme to young people, the V&A became the first museum in Britain to present a rock concert.",1,3763
"Since Denver chose white, what colors did Carolina wear in Super Bowl 50?","In their only other Super Bowl win in Super Bowl XXXII, Denver wore blue jerseys, which was their primary color at the time.",1,3321
Which famous French artist who painted the Grande Odalisque of 1814 is represented in the drawings collection of the V&A?,"The collection of drawings includes over 10,000 British and 2,000 old master works, including works by: Dürer, Giovanni Benedetto Castiglione, Bernardo Buontalenti, Rembrandt, Antonio Verrio, Paul Sandby, John Russell, Angelica Kauffman, John Flaxman, Hugh Douglas Hamilton, Thomas Rowlandson, William Kilburn, Thomas Girtin, Jean Auguste Dominique Ingres, David Wilkie, John Martin, Samuel Palmer, Sir Edwin Henry Landseer, Lord Frederic Leighton, Sir Samuel Luke Fildes and Aubrey Beardsley.",0,1851
Who was the announcer for Westwood One's Super Bowl 50 coverage?,Jim Gray will anchor the pre-game and halftime coverage.,1,3957
What events are often associated with volcanism and igneous activity?,Deformational events are often also associated with volcanism and igneous activity.,0,1769
In what type of work was Luther prolific?,"Luther was a prolific hymn-writer, authoring hymns such as ""Ein feste Burg ist unser Gott"" (""A Mighty Fortress Is Our God""), based on Psalm 46, and ""Vom Himmel hoch, da komm",0,108
Which NFL team won Super Bowl 50?,The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title.,0,737
What kind of marriage was this ?,"Some priests and former religious had already married, including Andreas Karlstadt and Justus Jonas, but Luther's wedding set the seal of approval on clerical marriage.",0,560
How many legions in five bases were along the Rhine by the Romans?,The Romans kept eight legions in five bases along the Rhine.,0,941
What did the Gulf War inadvertently do in the early 1990s?,Prior to 1990 Saudi Arabia played an important role in restraining the many Islamist groups that received its aid.,1,147
What is the public library seen as to Kenyans?,"A public library is seen as a peoples university since it is open to all irrespective of age, literacy level and has materials relevant to people of all walks of life.",0,3560
How many awards has Doctor Who won?,Doctor Who star Matt Smith won Best Actor in the 2012 National Television awards alongside Karen Gillan who won Best Actress.,1,170
How many people were lost in Algiers during 1620-21?,"Algiers lost 30 to 50 thousand inhabitants to it in 1620–21, and again in 1654–57, 1665, 1691, and 1740–42.",0,1612
What is the process by which the antigen/antibody complex is processed in to peptides?,"As the activated B cell then begins to divide, its offspring (plasma cells) secrete millions of copies of the antibody that recognizes this antigen.",1,1279
How old was Elway during his Super Bowl XXXIII win?,"The past record was held by John Elway, who led the Broncos to victory in Super Bowl XXXIII at age 38 and is currently Denver's Executive Vice President of Football Operations and General Manager.",0,3289
When did the General Sejm make Warsaw it's permanent seat?,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569.",0,1126
Who was given the esteemed status of MVP for Super Bowl 50?,The Broncos took an early lead in Super Bowl 50 and never trailed.,1,881
"Which of ABC's main production facilities is located in Hollywood, CA?","Since the 1950s, ABC has had two main production facilities: the ABC Television Center (now The Prospect Studios) on Prospect Avenue in Hollywood, California, shared with the operations of KABC-TV until 1999; and the ABC Television Center, East, a set of studios located throughout the New York City.",0,2657
Brownlee argues disobedience can be justified toward what institutions?,Some theories of civil disobedience hold that civil disobedience is only justified against governmental entities.,1,302
How is packet switching charecterized,"Packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",1,4093
For which TV season did color first become a dominant format?,It was not until the 1965–66 season that color became the dominant format for the three broadcast television networks.,0,3616
What governing body appoints commissioners and the board of European Central Bank?,"The ""European Council"" (rather than the Council, made up of different government Ministers) is composed of the Prime Ministers or executive Presidents of the member states.",0,548
What are Ctenophora commonly known as?,"Ctenophora (/tᵻˈnɒfərə/; singular ctenophore, /ˈtɛnəfɔːr/ or /ˈtiːnəfɔːr/; from the Greek κτείς kteis 'comb' and φέρω pherō 'carry'; commonly known as comb jellies) is a phylum of animals that live in marine waters worldwide.",0,3397
What year did King Sigismund III Vasa move his court to Warsaw?,"In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in the Polish–Lithuanian Commonwealth.",1,3846
How many photosynthetic carotenoids are there?,Many other forms of carotenoids exist that are only found in certain groups of chloroplasts.,1,5192
How does the level of tuition in German private schools compare to private schools in other Western European countries?,"Therefore, most Ersatzschulen have very low tuition fees and/or offer scholarships, compared to most other Western European countries.",0,52
"Along with solar, coal and nuclear, what sort of plants notable use the Rankine process?","The cycle is an arrangement of components as is typically used for simple power production, and utilizes the phase change of water (boiling water producing steam, condensing exhaust steam, producing liquid water)) to provide a practical heat/power conversion system.",1,364
What do Beriods use as teeth?,"In favorable circumstances, ctenophores can eat ten times their own weight in a day.",1,2674
How many metric tons of carbon are believed to be stored in the Amazon forest?,"Environmentalists are concerned about loss of biodiversity that will result from destruction of the forest, and also about the release of the carbon contained within the vegetation, which could accelerate global warming.",1,3617
When did Tesla get his US citizenship?,"In the same year, he patented the Tesla coil.",1,345
Who had established the Russian empire to its former glory prior to 1921?,"Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921, however with an internationalist ideology: Lenin in particular asserted the right to limited self-determination for national minorities within the new territory.",0,503
What Aaron Sorkin created show did ABC debut in 1998?,"In 1998, ABC premiered the Aaron Sorkin-created sitcom Sports Night, centering on the travails of the staff of a SportsCenter-style sports news program; despite earning critical praise and multiple Emmy Awards, the series was cancelled in 2000 after two seasons.",0,1447
"Where were Schirra, Eisele and Cunningham relocated to after different astronauts were selected for the AS-258 mission?","In December 1966, the AS-205 mission was canceled, since the validation of the CSM would be accomplished on the 14-day first flight, and AS-205 would have been devoted to space experiments and contribute no new engineering knowledge about the spacecraft.",1,2084
What was the title of Philo's work?,"One of the first known experiments on the relationship between combustion and air was conducted by the 2nd century BCE Greek writer on mechanics, Philo of Byzantium.",1,1817
What can be achieved without building high or getting rid of common areas?,They can still be found in areas such as South Heaton in Newcastle but once dominated the streetscape on both sides of the Tyne.,1,3908
What party had a victory in the 2015 UK election?,"A procedural consequence of the establishment of the Scottish Parliament is that Scottish MPs sitting in the UK House of Commons are able to vote on domestic legislation that applies only to England, Wales and Northern Ireland – whilst English, Scottish, Welsh and Northern Irish Westminster MPs are unable to vote on the domestic legislation of the Scottish Parliament.",1,4603
Where did Luther explain his idea of justification?,Luther came to understand justification as entirely the work of God.,1,4785
What type of reaction is present in the emergency oxygen generator of an airplane?,"Pulling on the masks ""to start the flow of oxygen"" as cabin safety instructions dictate, forces iron filings into the sodium chlorate inside the canister.",1,4893
What famous 5.9-mile athletic event takes place annually in Newcastle in June?,"The city's speedway team Newcastle Diamonds are based at Brough Park in Byker, a venue that is also home to greyhound racing.",1,1632
Where does the Nederrijn change it's name?,"However, at Wijk bij Duurstede, the Nederrijn changes its name and becomes the Lek.",0,4562
What role in economics did the university play a major part in?,"In economics, the university has played an important role in shaping ideas about the free market and is the namesake of the Chicago school of economics, the school of economic thought supported by Milton Friedman and other economists.",0,85
The flags on the moon left by the U.S. manned Apollo missions are all still standing save for which mission's flag?,"All of the U. S. flags left on the Moon during the Apollo missions were found to still be standing, with the exception of the one left during the Apollo 11 mission, which was blown over during that mission's lift-off from the lunar surface and return to the mission Command Module in lunar orbit; the degree to which these flags retain their original colors remains unknown.",0,5016
What Huguenot area is designated as a historical landmark?,"The ""Huguenot Street Historic District"" in New Paltz has been designated a National Historic Landmark site and contains the oldest street in the United States of America.",0,5131
Granting what status would allow private non-religious schools in the US to receive public funds?,"Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",0,5073
What Panther tore his ACL in the preseason?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978.",0,2404
When did Astor provide the money?,"Instead, Tesla used the money to fund his Colorado Springs experiments.",1,373
Who handled pre-game coverage on Westwood One?,Jim Gray will anchor the pre-game and halftime coverage.,0,1446
What disagreement did Montcalm and Indians have?,"The Europeans did not consider them prizes and prevented the Indians from stripping the prisoners of their valuables, which angered the Indians.",1,193
Where did he live while he was looking good?,"He was an elegant, stylish figure in New York City, meticulous in his grooming, clothing, and regimented in his daily activities.",0,3579
How large across are chloroplasts in land plants?,"In land plants, chloroplasts are generally lens-shaped, 5–8 μm in diameter and 1–3 μm thick.",0,3881
What can cause salaries to go higher than the range?,"Teachers in state schools must have at least a bachelor's degree, complete an approved teacher education program, and be licensed.",1,931
Charles Conrad and Alan Bean were on what spacecraft to the moon?,"In November 1969, Gemini veteran Charles ""Pete"" Conrad and rookie Alan L. Bean made a precision landing on Apollo 12 within walking distance of the Surveyor 3 unmanned lunar probe, which had landed in April 1967 on the Ocean of Storms.",0,1559
What happened to the things inside the lab after it was torn down?,"His lab was torn down in 1904, and its contents were sold two years later to satisfy a debt.",0,3790
What was the name of the work to give grants for youth development and other things?,"The committee created the 50 fund as its philanthropic initiative and focuses on providing grants to aid with youth development, community investment and sustainable environments.",0,3843
What did the government and civil society organisations start after the riots?,"For example, the Truth, Justice and Reconciliation Commission initiated community dialogues, the Evangelical Lutheran Church in Kenya started peace meetings and the Kenya National Dialogue and Reconciliation process was started.",1,3896
Who was the ruling class ahead of the Normans?,The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England.,0,1124
When did the Meuse and Waal merge?,"From 1421 to 1904, the Meuse and Waal merged further upstream at Gorinchem to form Merwede.",0,3219
What is the highest peak in Victoria?,"Victoria contains many topographically, geologically and climatically diverse areas, ranging from the wet, temperate climate of Gippsland in the southeast to the snow-covered Victorian alpine areas which rise to almost 2,000 m (6,600 ft), with Mount Bogong the highest peak at 1,986 m (6,516 ft).",0,1691
Who was chairman of the House Science Committee?,"On 23 June 2005, Rep. Joe Barton, chairman of the House Committee on Energy and Commerce wrote joint letters with Ed Whitfield, Chairman of the Subcommittee on Oversight and Investigations demanding full records on climate research, as well as personal information about their finances and careers, from Mann, Bradley and Hughes.",1,4174
