question,passage,idx,label
is there a season 2 of case histories,"Case Histories (TV series) -- Case Histories is a British crime drama television series based on the Jackson Brodie novel series by Kate Atkinson. It stars Jason Isaacs, who had also narrated the abridged audiobook adaptation, as protagonist Jackson Brodie. The series is both set and filmed in Edinburgh. The first series premiered on 5 June 2011, on BBC1 in the United Kingdom, and in October 2011 on PBS in the United States. A second series aired in 2013. Initially commissioned as two feature-length episodes, in September 2012, the BBC reported that the format of series two would be different, encompassing three stories, each self-contained, at a running time of ninety minutes per episode. The first episode was revealed to be an adaptation of Atkinson's novel Started Early, Took My Dog. Filming for the second series commenced in October 2012. The second and third episodes of the series are original stories, written exclusively for television.",1217,1
can u be flat footed in the army,"Flat feet -- Most flexible flat feet are asymptomatic, and do not cause pain. In these cases, there is usually no cause for concern. Flat feet were formerly a physical-health reason for service-rejection in many militaries. However, three military studies on asymptomatic adults (see section below), suggest that persons with asymptomatic flat feet are at least as tolerant of foot stress as the population with various grades of arch. Asymptomatic flat feet are no longer a service disqualification in the U.S. military.",2097,1
do bell and telus use the same towers,"Telus Mobility -- Bell Mobility, which shares towers and coverage with Telus, intends to expand LTE coverage to 98% of the Canadian population by the end of 2016. As a consequence, Telus' coverage will similarly expand. In April 2015, Telus announced that all of its wireless sites in British Columbia and Alberta will be upgraded to LTE. According to Telus, as of March 31, 2016, it had LTE coverage available 97% of the Canadian population and LTE Advance coverage available to 50% of the Canadian population.",843,1
did blake shelton wrote mine would be you,"Mine Would Be You -- ``Mine Would Be You'' is a song written by Jessi Alexander, Connie Harrington, and Deric Ruttan and recorded by American country music artist Blake Shelton. It was released in July 2013 as the third single from Shelton's 2013 album Based on a True Story.... The song reached number one the US Billboard Country Airplay chart.",2528,0
is theory of a deadman changing their name,"Theory of a Deadman -- With the release of Wake Up Call, the band decided to undergo a name change, shortening it to Theory. The group cited that discussions involving the name of their band with people who are unfamiliar with their music was challenging. Connolly equated it to rock band Red Hot Chili Peppers frequently abbreviating their name to Chili Peppers.",2980,1
do you need a permit to carry a gun in nh,"Gun laws in New Hampshire -- Since 22 February 2017, New Hampshire is a constitutional carry state, requiring no license to open carry or concealed carry a firearm in public. Concealed carry permits are still issued for purposes of reciprocity with other states.",197,0
does the navy have a delayed entry program,"Delayed Entry Program -- While Marine Corps, Navy, Air Force, and Army recruits are in the DEP, they will be encouraged to spend a significant amount of time at their local recruiting offices with their recruiter who will begin to train them in military fundamentals such as drill and ceremony, first aid, chain of command, and rank structure prior to leaving for recruit training and active duty service.",227,1
is it legal to own a gun in chicago,"Gun laws in Illinois -- To legally possess firearms or ammunition, Illinois residents must have a Firearm Owners Identification (FOID) card, which is issued by the Illinois State Police to any qualified applicant. Non-residents who may legally possess firearms in their home state are exempt from this requirement.",2009,1
is it a requirement to own a gun in switzerland,"Gun laws in Switzerland -- The 2017 report from Small Arms Survey has estimated that the number of civilian-held firearms in Switzerland is of 2.332 million, which given a population of 8.4 million corresponds to a gun ownership of around 27.6 guns per 100 residents.",1853,0
is there a play off for third place in the world cup,"2018 FIFA World Cup knockout stage -- The knockout stage of the 2018 FIFA World Cup was the second and final stage of the competition, following the group stage. It began on 30 June with the round of 16 and ended on 15 July with the final match, held at the Luzhniki Stadium in Moscow. The top two teams from each group (16 in total) advanced to the knockout stage to compete in a single-elimination style tournament. A third place play-off was also played between the two losing teams of the semi-finals.",9,1
did the first iphone have a front camera,"iPhone 4 -- The iPhone 4 introduced a new hardware design to the iPhone family, which Apple's CEO Steve Jobs touted as the thinnest smartphone in the world at the time; it consisted of a stainless steel frame which doubles as an antenna, with internal components situated between aluminosilicate glass. The iPhone 4 also introduced Apple's new high-resolution ``Retina Display'' with a pixel density of 326 pixels per inch while maintaining the same physical size and aspect ratio as its precursors. The iPhone 4 also introduced Apple's A4 system-on-chip, along with iOS 4--which notably introduced multitasking functionality and Apple's new FaceTime video chat service. The iPhone 4 was also the first iPhone to include a front-facing camera, and the first to be released in a version for CDMA networks, ending AT&T's period as the exclusive carrier of iPhone products in the United States.",1656,0
is there a green lantern movie coming out,"Green Lantern (film) -- Green Lantern was released on June 17, 2011, and received generally negative reviews; most criticized the film for its screenplay, inconsistent tone, choice and portrayal of villains, and its use of CGI, while some praised Reynolds' performance. Reynolds would later voice his dissatisfaction with the film. The film underperformed at the box office, grossing $219 million against a production budget of $200 million. Due to the film's negative reception and disappointing box office performance, Warner Bros. canceled any plans for a sequel, instead opting to reboot the character in the DC Extended Universe line with the film Green Lantern Corps, set for release in 2020.",2356,1
are they still making new episodes of adventure time,"Adventure Time (season 10) -- The tenth and final season of Adventure Time, an American animated television series created by Pendleton Ward, premiered on Cartoon Network on September 17, 2017. It is set to conclude on September 3, 2018 and will wrap up the entire animated series. The season was produced by Cartoon Network Studios and Frederator Studios. The season follows the final adventures of Finn, a human boy, and his best friend and adoptive brother Jake, a dog with magical powers to change shape and size at will. Finn and Jake live in the post-apocalyptic Land of Ooo, where they interact with the other main characters of the show: Princess Bubblegum, The Ice King, Marceline the Vampire Queen, Lumpy Space Princess, BMO, and Flame Princess.",423,0
is nba playoffs 2-3-2,"NBA playoffs -- All rounds are best-of-seven series. Series are played in a 2--2--1--1--1 format, meaning the team with home-court advantage hosts games 1, 2, 5, and 7, while their opponent hosts games 3, 4, and 6, with games 5--7 being played if needed. This format has been used since 2014, after NBA team owners unanimously voted to change from a 2--3--2 format on October 23, 2013.",1774,0
do corporations have the same free speech rights as persons,"Corporate personhood -- The corporate personhood aspect of the campaign finance debate turns on Buckley v. Valeo (1976) and Citizens United v. Federal Election Commission (2010): Buckley ruled that political spending is protected by the First Amendment right to free speech, while Citizens United ruled that corporate political spending is protected, holding that corporations have a First Amendment right to free speech.",1636,1
is the show nashville based on a true story,"Nashville (2012 TV series) -- The series chronicles the lives of various fictitious country music singers in Nashville, Tennessee starring Connie Britton as Rayna Jaymes, a legendary country music superstar, whose stardom begins fading, and Hayden Panettiere as rising younger star Juliette Barnes. Britton left the show in season five.",2245,0
do the saints run a 3 4 defense,"3–4 defense -- After becoming the predominant defensive alignment in the late 1970s-early 1980s, the 3--4 defense declined in popularity over the next two decades, but experienced a resurgence in the 2000s among both professional and college football teams. As of 2017, NFL teams that regularly incorporate the 3--4 defensive alignment scheme as a base include the Green Bay Packers, Oakland Raiders, Los Angeles Rams, Pittsburgh Steelers, Baltimore Ravens, Arizona Cardinals, Indianapolis Colts, Kansas City Chiefs, New York Jets, Washington Redskins, Denver Broncos, Tennessee Titans, Houston Texans, and the Chicago Bears, who used the 3--4 as their base defense for the first time in 2015.",2779,0
is a ribeye steak the same as a delmonico steak,Delmonico steak -- Delmonico steak (or steak Delmonico) is a particular preparation of one of several cuts of beef (typically the ribeye) originated by Delmonico's restaurant in New York City during the mid-19th century. Controversy exists about the specific cut of steak that Delmonico's originally used.,2561,0
do mac and harm get together on jag,"Sarah MacKenzie -- In the final episode of the series Mac is selected to head a Joint Legal Service Center Southwest, in San Diego, California. It is not known if she takes this position since her future is left to the audience's imagination. She and Captain Harmon ``Harm'' Rabb become engaged during the show's final episode, flipping a coin to see who will resign their commission.",2017,1
is there a season 5 of the tudors,"The Tudors -- Showtime announced 13 April 2009, that it had renewed the show for a fourth and final season. The network ordered 10 episodes that were first broadcast on 11 April 2010. The series finale was broadcast on 20 June 2010. The final season was shown in Canada on CBC starting 22 September 2010, and ending on 23 November 2010.",3000,0
does god save the queen change when there is a king,"God Save the Queen -- ``God Save the Queen'' (alternatively ``God Save the King'', depending on the gender of the reigning monarch) is the national or royal anthem in a number of Commonwealth realms, their territories, and the British Crown dependencies. The author of the tune is unknown, and it may originate in plainchant; but an attribution to the composer John Bull is sometimes made.",1324,1
is mt evans part of rocky mountain national park,"Mount Evans -- Mount Evans is the highest summit of the Chicago Peaks in the Front Range of the Rocky Mountains of North America. The prominent 14,271-foot (4350 m) fourteener is located in the Mount Evans Wilderness, 13.4 miles (21.6 km) southwest by south (bearing 214°) of the City of Idaho Springs in Clear Creek County, Colorado, United States, on the drainage divide between Arapaho National Forest and Pike National Forest.",2038,1
can red eared sliders live in the ocean,"Red-eared slider -- The red-eared slider originated from the area around the Mississippi River and the Gulf of Mexico, in warm climates in the southeastern United States. Their native areas range from the southeast of Colorado to Virginia and Florida. In nature, they inhabit areas with a source of still, warm water, such as ponds, lakes, swamps, creeks, streams, or slow-flowing rivers. They live in areas of calm water where they are able to leave the water easily by climbing onto rocks or tree trunks so they can warm up in the sun. Individuals are often found sunbathing in a group or even on top of each other. They also require abundant aquatic plants, as these are the adults' main food, although they are omnivores. Turtles in the wild always remain close to water unless they are searching for a new habitat or when females leave the water to lay their eggs.",667,0
is there a group called the five heartbeats,"The Five Heartbeats -- To promote the film prior to its release, Townsend, along with the other actors who portrayed the fictional musical quartet The Five Heartbeats (Leon Robinson, Michael Wright, Harry J. Lennix, and Tico Wells) performed in a concert with real-life Soul/R&B vocal group The Dells, one of many groups that inspired the film. The Dells sang and recorded the vocals as the actors lip synced.",58,0
will there be a 3rd season of the paradise,"The Paradise (TV series) -- On 12 February 2014, the BBC confirmed that The Paradise would not return for a third series. They cited that the programme had lower figures than other relatively new dramas such as Death in Paradise, Sherlock and Silk. Furthermore, its ITV rival Mr Selfridge was performing better. The BBC also commented that the show was enjoyable: ``However, in order to make room for new dramas to come through, The Paradise won't be returning.''",3062,0
does the goalkeeper count in the offside rule,"Offside (association football) -- A player is in an 'offside position' if they are in the opposing team's half of the field and also ``nearer to the opponents' goal line than both the ball and the second-last opponent.'' The 2005 edition of the Laws of the Game included a new IFAB decision that stated, ``In the definition of offside position, 'nearer to his opponents' goal line' means that any part of their head, body or feet is nearer to their opponents' goal line than both the ball and the second last opponent. The arms are not included in this definition''. By 2017, the wording had changed to say that, in judging offside position, ``The hands and arms of all players, including the goalkeepers, are not considered.'' In other words, a player is in an offside position if two conditions are met:",2490,1
has anyone ever won the wsop main event twice,"List of World Series of Poker Main Event champions -- Johnny Moss was the first person to win the WSOP. Since then only Moss and Stu Ungar have won the Main Event three times; Ungar is the only one to have won three times in the freeze-out format. Moss, Ungar, Doyle Brunson and Johnny Chan are the only people who have won the Main Event two years in a row. Johnny Chan's second victory in 1988 was featured on the 1998 film Rounders. Peter Eastgate was the youngest person to win the Main Event when he won it in 2008, at 22 years of age. He held that record for one year, when 21-year-old Joe Cada became the youngest Main Event champion.",3118,1
does maple syrup come out of the tree sweet,"Maple syrup -- Three species of maple trees are predominantly used to produce maple syrup: the sugar maple (Acer saccharum), the black maple (A. nigrum), and the red maple (A. rubrum), because of the high sugar content (roughly two to five percent) in the sap of these species. The black maple is included as a subspecies or variety in a more broadly viewed concept of A. saccharum, the sugar maple, by some botanists. Of these, the red maple has a shorter season because it buds earlier than sugar and black maples, which alters the flavour of the sap.",1768,1
does density depend on the type of material,"Density -- For a pure substance the density has the same numerical value as its mass concentration. Different materials usually have different densities, and density may be relevant to buoyancy, purity and packaging. Osmium and iridium are the densest known elements at standard conditions for temperature and pressure but certain chemical compounds may be denser.",386,1
is normal saline the same as 0.9 sodium chloride,"Saline (medicine) -- Normal saline (NSS, NS or N/S) is the commonly used phrase for a solution of 0.90% w/v of NaCl, 308 mOsm/L or 9.0 g per litre. Less commonly, this solution is referred to as physiological saline or isotonic saline (because it closely approximates isotonic, that is, physiologically normal, solution); although neither of those names is technically accurate (because normal saline is not exactly like blood serum), they convey the practical effect usually seen: good fluid balance with minimal hypotonicity or hypertonicity. NS is used frequently in intravenous drips (IVs) for patients who cannot take fluids orally and have developed or are in danger of developing dehydration or hypovolemia. NS is also used for aseptic purpose. NS is typically the first fluid used when hypovolemia is severe enough to threaten the adequacy of blood circulation, and has long been believed to be the safest fluid to give quickly in large volumes. However, it is now known that rapid infusion of NS can cause metabolic acidosis.",3016,1
did brendon urie wrote death of a bachelor,"Death of a Bachelor -- Death of a Bachelor is the fifth studio album by American rock band Panic! at the Disco, released January 15, 2016 on Fueled by Ramen and DCD2. It is the follow-up to the band's fourth studio album, Too Weird to Live, Too Rare to Die! (2013), with the entire album written and recorded by vocalist/multi-instrumentalist Brendon Urie, among external writers. It is the band's first album to not feature drummer Spencer Smith and also follows bassist Dallon Weekes' departure from the official line-up, subsequently becoming a touring member once again.",361,1
is there a movie the handmaid's tale,"The Handmaid's Tale (film) -- The Handmaid's Tale is a 1990 film adaptation of Margaret Atwood's novel of the same name. Directed by Volker Schlöndorff, the film stars Natasha Richardson (Kate/Offred), Faye Dunaway (Serena Joy), Robert Duvall (The Commander, Fred), Aidan Quinn (Nick), and Elizabeth McGovern (Moira). The screenplay was written by Harold Pinter. The original music score was composed by Ryuichi Sakamoto. MGM Home Entertainment released an Avant-Garde Cinema DVD of the film in 2001. The film was entered into the 40th Berlin International Film Festival.",152,1
are there any montgomery ward stores still open,"Montgomery Ward -- DMSI applied the brand to a new online and catalog-based retailing operation, with no physical stores, headquartered in Cedar Rapids, Iowa. DMSI then began operating under the Montgomery Ward branding and managed to get it up and running in three months. The new firm began operations in June 2004, selling essentially the same categories of products as the former brand, but as a new, smaller catalog.",1875,0
does a quarter pounder weight a quarter pound,"Quarter Pounder -- The Quarter Pounder is a hamburger sold by international fast food chain McDonald's, so named for containing a patty with a precooked weight of a quarter of a pound (113.4 g). It was first introduced in 1971. In 2013, the Quarter Pounder was expanded to represent a whole line of hamburgers that replaced the company's discontinued Angus hamburger. In 2015, McDonald's increased the precooked weight to 4.25 oz (120.5 g).",1388,0
is frasier filmed in front of a live audience,"Frasier -- The cast had an unusual amount of freedom to suggest changes to the script. Grammer used an acting method he called ``requisite disrespect'' and did not rehearse with the others, instead learning and rehearsing his lines once just before filming each scene in front of a live studio audience. Although effective, the system often caused panic among guest stars. In 1996, Grammer's recurrent alcoholism led to a car accident; the cast and crew performed an intervention that persuaded him to enter the Betty Ford Clinic, delaying production for a month.",1448,1
do gram negative bacteria have a cell wall,"Gram-negative bacteria -- Gram-negative bacteria are bacteria that do not retain the crystal violet stain used in the gram-staining method of bacterial differentiation. They are characterized by their cell envelopes, which are composed of a thin peptidoglycan cell wall sandwiched between an inner cytoplasmic cell membrane and a bacterial outer membrane.",1830,1
is 9 to 5 a 40 hour week,"Working time -- The traditional American business hours are 9:00 a.m. to 5:00 p.m., Monday to Friday, representing a workweek of five eight-hour days comprising 40 hours in total. These are the origin of the phrase 9-to-5, used to describe a conventional and possibly tedious job. Negatively used, it connotes a tedious or unremarkable occupation. The phrase also indicates that a person is an employee, usually in a large company, rather than an entrepreneur or self-employed. More neutrally, it connotes a job with stable hours and low career risk, but still a position of subordinate employment. The actual time at work often varies between 35 and 48 hours in practice due to the inclusion, or lack of inclusion, of breaks. In many traditional white collar positions, employees were required to be in the office during these hours to take orders from the bosses, hence the relationship between this phrase and subordination. Workplace hours have become more flexible, but the phrase is still commonly used.",2769,1
is the new god of war 2 players,"God of War (2018 video game) -- The gameplay is vastly different from the previous installments, as it was rebuilt from the ground up. Although the previous main installment, Ascension (2013), introduced multiplayer to the series, this installment is single-player-only. The game features a third-person, over-the-shoulder free camera, a departure from the previous installments, which featured a third-person, fixed cinematic camera (with the exception of 2007's 2D side-scroller Betrayal). Cinematographically, the game is presented in a continuous shot, with no camera cuts. The game is open, but it is not open-world. Due to it being open, players can fast travel to different locations. As the ability to swim was cut from the game, players instead use a boat to traverse bodies of water. Just like previous entries, there are puzzles for players to solve to progress through parts of the game. Enemies in the game stem from Norse mythology, such as variants of trolls, ogres, dark elves and their king, wolves, wulvers, nightmares, draugrs, tatzelwurms, as well as Gullveig and the revenants, beings warped by seiðr magic, among other original creatures. Valkyries appear as optional boss battles, and players can free the dragons Fáfnir, Otr, and Reginn--dwarfs that were turned into dragons--in addition to battling a dragon called Hræzlyr.",2216,0
have france and england ever met in the world cup,"England at the FIFA World Cup -- In the 1966 World Cup Finals, England used their home advantage and, under Ramsey, won their first, and only, World Cup title. England played all their games at Wembley Stadium in London, which became the last time that the hosts were granted this privilege. After drawing 0--0 in the opening game against former champions Uruguay, which started a run of four games all ending goalless. England then beat both France and Mexico 2--0 and qualified for the quarter-finals.",616,1
does npv account for time value of money,"Net present value -- Net present value (NPV) is determined by calculating the costs (negative cash flows) and benefits (positive cash flows) for each period of an investment. The period is typically one year, but could be measured in quarter-years, half-years or months. After the cash flow for each period is calculated, the present value (PV) of each one is achieved by discounting its future value (see Formula) at a periodic rate of return (the rate of return dictated by the market). NPV is the sum of all the discounted future cash flows. Because of its simplicity, NPV is a useful tool to determine whether a project or investment will result in a net profit or a loss. A positive NPV results in profit, while a negative NPV results in a loss. The NPV measures the excess or shortfall of cash flows, in present value terms, above the cost of funds. In a theoretical situation of unlimited capital budgeting a company should pursue every investment with a positive NPV. However, in practical terms a company's capital constraints limit investments to projects with the highest NPV whose cost cash flows, or initial cash investment, do not exceed the company's capital. NPV is a central tool in discounted cash flow (DCF) analysis and is a standard method for using the time value of money to appraise long-term projects. It is widely used throughout economics, finance, and accounting.",1348,1
do away goals count in the league 2 playoffs,"English Football League play-offs -- Before the 1999--2000 season away goals were used as a tie-breaker after extra time had been played, however, this was abolished following a club initiative launched by then-Ipswich Town chairman David Sheepshanks, after his club had twice lost on away goals in 1997 and 1999. Since then away goals have played no part in the play-off system.",3224,0
is puerto rico a protectorate of the us,"Puerto Rico -- Puerto Rico (Spanish for ``Rich Port''), officially the Commonwealth of Puerto Rico (Spanish: Estado Libre Asociado de Puerto Rico, lit. ``Free Associated State of Puerto Rico'') and briefly called Porto Rico, is an unincorporated territory of the United States located in the northeast Caribbean Sea, approximately 1,000 miles (1,600 km) southeast of Miami, Florida.",403,0
is outcome variable the same as dependent variable,"Dependent and independent variables -- Depending on the context, a dependent variable is sometimes called a ``response variable'', ``regressand'', ``criterion'', ``predicted variable'', ``measured variable'', ``explained variable'', ``experimental variable'', ``responding variable'', ``outcome variable'', ``output variable'' or ``label''.",270,1
has croatia ever played in a world cup final,"Croatia at the FIFA World Cup -- Croatia national football team have appeared in the FIFA World Cup on five occasions (in 1998, 2002, 2006, 2014 and 2018) since gaining independence in 1991. Before that, from 1930 to 1990 Croatia was part of Yugoslavia. For World Cup records and appearances in that period, see Yugoslavia national football team and Serbia at the FIFA World Cup. Their best result thus far was silver position at the 2018 final, where they lost 4-2 to France.",3151,1
does the jeep compass come in a 6 cylinder,"Jeep Compass -- All trim levels will be available with either front-wheel drive or four-wheel drive, with the exception of the Trailhawk, which is only available in a 4WD configuration. More than 65 percent of the upper body structure and frame is made of high-strength steel. In the United States, the Compass comes equipped with a 2.4L Tigershark four-cylinder engine.",2843,0
is the cat part of the chinese zodiac,"Cat (zodiac) -- The Cat is the fourth animal symbol in the 12-year cycle of the Vietnamese zodiac and Gurung zodiac, taking place of the Rabbit in the Chinese zodiac. As such, the traits associated with the Rabbit are attributed to the cat. Cats are in conflict with the Rat.",1121,0
was ontario one of the last province to introduce human rights legislation,"Ontario Human Rights Code -- The Ontario Human Rights Code was the first law of its kind in Canada. Before June 15, 1962, various laws dealt with different kinds of discrimination. The Code brought them together into one law and added some new protections.",2836,0
does birth certificate count as a form of id,"Identity documents in the United States -- The birth certificate is the initial identification document issued to parents shortly after the birth of their child. The birth certificate is typically issued by local governments, usually the city or county where a child is born. It is an important record, often called a ``feeder document,'' because it establishes U.S. citizenship through birthright citizenship, which is then used to obtain, or is the basis for, all other identity documents. By itself, the birth certificate is usually only considered proof of citizenship but not proof of identity, since it is issued without a photograph at birth, containing no identifying features. A birth certificate is normally produced along with proof of identity, such as a driver's license or the testimony of a third party (such as a parent), to establish identity or entitlement to a service.",1234,0
are beef short ribs the same as spare ribs,"Short ribs -- Beef short ribs are the equivalent of spare ribs in pork, with beef short ribs usually larger and meatier than pork spare ribs.",653,0
do you have to have a license to own a tv in england,"Television licensing in the United Kingdom -- In the United Kingdom and the Crown dependencies, any household watching or recording live television transmissions as they are being broadcast (terrestrial, satellite, cable, or Internet) is required to hold a television licence. Businesses, hospitals, schools and a range of other organisations are also required to hold television licences to watch and record live TV broadcasts. A television licence is also required to receive video on demand programme services provided by the BBC, on the iPlayer catch-up service.",2858,0
has there ever been a tornado in canada,"List of Canadian tornadoes and tornado outbreaks -- Ontario, Alberta, Manitoba and Saskatchewan all average 15 tornadoes per season, followed by Quebec with fewer than 10. New Brunswick and the British Columbia Interior are also recognized tornado zones. All other provinces and territories have significantly less threat from tornadoes. The peak season in Canada is in the summer months when clashing air masses move north, as opposed to the spring season in the United States southern-central plains, although tornadoes in Canada have occurred in spring, fall and very rarely winter.",968,1
did anyone from the 1980 us hockey team play in the nhl,"Miracle on Ice -- Of the 20 players on Team USA, 13 eventually played in the NHL. Five of them went on to play over 500 NHL games, and three would play over 1,000 NHL games.",64,1
are kansas city ks and kansas city mo the same city,"Kansas City metropolitan area -- In Wyandotte County lies Kansas City, Kansas, which is locally called ``KCK'' to distinguish it from the larger Kansas City, Missouri (KCMO). It contains many residential neighborhoods, the Fairfax Industrial District, and the Village West entertainment district. The General Motors Fairfax Assembly Plant is located in the Fairfax Industrial District. Village West contains many area attractions. This includes many sporting venues such as Children's Mercy Park, home of the area MLS soccer team Sporting Kansas City, the Kansas Speedway, which hosts many NASCAR races, and Community America Ballpark, home of the independent baseball team, the Kansas City T-Bones. Other Village West attractions include the Legends shopping district, the Providence Medical Center Amphitheater, and Schlitterbahn Waterpark.",2945,0
can a fly lay eggs in your skin,"Myiasis -- Myiasis is the parasitic infestation of the body of a live mammal by fly larvae (maggots) that grow inside the host while feeding on its tissue. Although flies are most commonly attracted to open wounds and urine- or feces-soaked fur, some species (including the most common myiatic flies, the botfly, blowfly (Calliphoridae) and screwfly (Cochliomyia hominivorax) can create an infestation even on unbroken skin and have been known to use moist soil and non-myiatic flies (such as the common housefly) as vector agents for their parasitic larvae.",2031,1
do your parents have to be dead to be an orphan,"Orphan -- An orphan (from the Greek: ορφανός orphanós) is someone whose parents have died, are unknown, or have permanently abandoned them.",2082,1
will there be a new ed edd n eddy,"Ed, Edd n Eddy -- Adult cartoonist Antonucci was dared to create a children's cartoon; while designing a commercial, he conceived Ed, Edd n Eddy, designing it to resemble classic cartoons from the 1940s--1970s. He pitched the series to Cartoon Network and Nickelodeon, but the latter demanded creative control, leading to him making a deal with the former and the series premiering on January 4, 1999. During the show's run, several specials and shorts were produced in addition to the regular television series. The series concluded with a TV movie, Ed, Edd n Eddy's Big Picture Show, on November 8, 2009.",3185,0
are there actual bodies in the tomb of the unknown soldier,"Tomb of the Unknown Soldier (Arlington) -- The Tomb of the Unknown Soldier or the Tomb of the Unknowns is a monument dedicated to U.S. service members who have died without their remains being identified. Having no officially designated name, it is located in Arlington National Cemetery in Virginia, United States of America. The World War I ``Unknown'' is a recipient of the Medal of Honor, the Victoria Cross, and several other foreign nations' highest service awards. The U.S. Unknowns who were interred are also recipients of the Medal of Honor, presented by U.S. Presidents who presided over their funerals.",190,1
is washington dc a part of any state,"Washington, D.C. -- Washington, D.C., is located in the mid-Atlantic region of the U.S. East Coast. Due to the District of Columbia retrocession, the city has a total area of 68.34 square miles (177.0 km), of which 61.05 square miles (158.1 km) is land and 7.29 square miles (18.9 km) (10.67%) is water. The District is bordered by Montgomery County, Maryland, to the northwest; Prince George's County, Maryland, to the east; and Arlington and Alexandria, Virginia, to the south and west.",3107,0
is guitar center and musicians friend the same company,"Guitar Center -- In 2000, Guitar Center purchased mail order and Internet retail house Musician's Friend for $50 million, asserting that the merged company was the world's largest seller of musical instruments. Musician's Friend became a wholly owned subsidiary that was headquartered in Medford, Oregon until 2011, when Musician's Friend's headquarters operations were gradually consolidated into Guitar Center's facilities in Westlake Village, California.",2550,1
is the canadian dollar worth more than usd,"Canadian dollar -- Since the late 2000s, the Canadian dollar has been valued at levels comparable to the years before the swift rise in 2007. A dollar in the mid 70 cent US range has been the usual rate for much of the 2010s.",3260,0
does fitness(as used in biology) and survival have the same meaning,Fitness (biology) -- The term ``Darwinian fitness'' can be used to make clear the distinction with physical fitness. Fitness does not include a measure of survival or life-span; Herbert Spencer's well-known phrase ``survival of the fittest'' should be interpreted as: ``Survival of the form (phenotypic or genotypic) that will leave the most copies of itself in successive generations.'',493,0
can you drink alcohol at 16 in australia,Alcohol laws of Australia -- Alcohol laws of Australia are laws that regulate the sale and consumption of alcoholic beverages. The legal drinking age is 18 throughout Australia. The minimum age for the purchase of alcoholic products in Australia is 18. A licence to both produce and sell alcohol is required.,2968,0
can you get more than one varsity letter,Letterman (sports) -- An athlete who is awarded a letter (or letters in multiple sports) is said to have ``lettered'' when they receive their letter.,187,1
is there a difference between lightning bugs and fireflies,"Firefly -- The Lampyridae are a family of insects in the beetle order Coleoptera. They are winged beetles, commonly called fireflies or lightning bugs for their conspicuous use of bioluminescence during twilight to attract mates or prey. Fireflies produce a ``cold light'', with no infrared or ultraviolet frequencies. This chemically produced light from the lower abdomen may be yellow, green, or pale red, with wavelengths from 510 to 670 nanometers. The eastern US is home to the species Phausis reticulata, which emits a steady blue light.",1285,0
is prince of tides based on a true story,"The Prince of Tides -- While the film was a box office hit and raised Streisand's reputation as a director, its numerous changes from the original novel upset some Conroy purists. Conroy and Johnston eliminated most of the novel's flashback scenes. They describe Tom Wingo's relationship with his siblings in great detail. In the novel, these flashbacks form the main plot and take up more of the novel than the romance between Streisand's character, Dr. Lowenstein, and Tom Wingo. The removal of the flashbacks makes the relationship between Wingo and Lowenstein the central story in the film, whereas in the novel, it is not. Another character in the novel - the second Wingo brother, Luke, who appears only in flashbacks onscreen - is vitally important to the novel, and his death is a major plot point. In fact, the title of the book derives from a poem written by Savannah about Luke and his struggle against the government after the seizure of Colleton. In the film, ``The Prince of Tides'' is the title of a book of poetry written by Savannah and dedicated to Tom. Luke only appears intermittently, and only as a child, and his death is only vaguely described.",2837,0
is there a difference between dynamite and tnt,"Dynamite -- In actuality, aside from both being high explosives, TNT and Dynamite have very little in common: TNT is a 2nd generation castable explosive adopted by the military a full sixty years after Dynamite, which is a 1st generation phlegmatized explosive primarily intended for civilian earthmoving. TNT has never been popular or widespread in civilian earthmoving, as it is considerably more expensive and less powerful by weight than Dynamite, as well as being slower to mix and pack into cylindrical boreholes; for its part, Dynamite has never been popular in warfare because it degenerates quickly under severe conditions and can be detonated by either fire or a wayward bullet. TNT's primary asset is its remarkable insensitivity and stability: a full generation better than Dynamite, it is waterproof and incapable of detonating without the extreme shock and heat provided by a blasting cap (or a sympathetic detonation); this conveniently also allows it to be melted at 178 °F, poured into high explosive shells and allowed to re-solidify with no extra danger or change in the TNT's characteristics. As such, more than 90% of the TNT produced in America was always for the military market, with most filling shells, hand grenades and aerial bombs and the remainder being packaged in brown ``bricks'' (not red cylinders) for use as demolition charges by combat engineers.",2388,1
can root 2 be written as a fraction,"Square root of 2 -- As a good rational approximation for the square root of two, with a reasonable small denominator, the fraction 99/70 (≈ 1.4142857) is sometimes used.",162,1
is the venus fly trap the only carnivorous plant,"Venus flytrap -- Speed of closing can vary depending on the amount of humidity, light, size of prey, and general growing conditions. The speed with which traps close can be used as an indicator of a plant's general health. Venus flytraps are not as humidity-dependent as are some other carnivorous plants, such as Nepenthes, Cephalotus, most Heliamphora, and some Drosera.",1750,0
is in n out only located in california,"In-N-Out Burger -- In-N-Out Burger is an American regional chain of fast food restaurants with locations primarily in the American Southwest and Pacific coast. It was founded in Baldwin Park, California in 1948 by Harry Snyder and Esther Snyder. The chain is currently headquartered in Irvine, California and has slowly expanded outside Southern California into the rest of California, as well as into Arizona, Nevada, Utah, Texas, and Oregon. The current owner is Lynsi Snyder, the Snyders' only grandchild.",467,0
