premise,hypothesis,idx,label
"China yesterday threw down a challenge to America's 50-year dominance of the global economy as it proposed replacing the dollar as the world's main reserve currency with a new global system under the control of the International Monetary Fund. In a muscle-flexing move that will be seen as an attempt to exploit the big shifts in economic power created by the recession sweeping the West, Beijing said that the dollar's role could eventually be taken over by the IMF's so-called Special Drawing Right (SDR), a quasi-currency that was created in 1969.",The Special Drawing Right is a quasi-currency.,2317,0
"To the world, M. Larry Lawrence, the new U.S. emissary to Switzerland who hosted President Clinton on his Southern California vacation, will be known as Mr. Ambassador.",Larry Lawrence is the head of the U.S. Embassy in Switzerland.,2392,0
"Christopher Reeve, an actor and director who became an inspiration worldwide after being paralyzed in a horse riding accident, died Sunday of heart failure.",Christopher Reeve had an accident.,551,0
"The United States Marshals Service working together with nearly 960 other law enforcement agencies recently concluded a week-long operation, Operation FALCON, which succeeded in the arrest of 10,340 fugitives across the United States and elsewhere. Other regional sweeps have been conducted before; but this was the first of its kind at the national level and resulted in the highest number of arrests ever recorded in a single operation.",Operation Condor was a genocide and a campaign of counter-terrorism implemented by the right-wing dictatorships that dominated the Southern Cone in Latin America from the 1950s to 1980s.,1149,1
The memorandum noted the United Nations estimated that 2.5 million to 3.5 million people died of AIDS last year.,Over 2 million people died of AIDS last year.,1367,0
"Benjamin Vanderford, 22, said he posted the 55-second clip, which shows a knife sawing against his neck, on an online file-sharing network in May.",Mr Vanderford said he filmed his own mock execution in a friend's garage to show how the media could be fooled.,2159,1
"The policy focused on coca eradication from the territories of Peru and Bolivia. During the years of 1996 and 2000, much of the resources of ""Andean Initiative"" where utilized in intense aerial fumigation in coca producing areas.",Peru debates border region with Ecuador.,1443,1
"A.C. Milan is in second place with 13 points, after two first-half goals from captain Paolo Maldini earned them a 2-1 victory over Reggina.",Paolo Maldini plays for Reggina.,2073,1
Google Inc. is delaying its IPO by a week because of logistical problems related to institutional investors registering to bid on the shares.,A delay for Google's IPO would push the deal later into a month that is traditionally light on IPO volume.,1213,1
"Italian film-maker, Fellini was awarded an honorary Oscar for lifetime achievement. He died on October 31, 1993.",An Italian director is awarded an honorary Oscar.,201,0
Only a few Mag-lev trains have been used commercially such as at the Birmingham airport in the UK.,Maglev is commercially used.,315,0
"Canadian traffickers also are reported to drop their marijuana loads across the border in remote areas (often without the knowledge of rural landowners), cross into the United States without drugs, later retrieve the marijuana, and continue on to U.S.  distribution sites.",Most of the marijuana entering the United States comes from Canada.,1124,1
"In an interview this week, the president said that Vice President Dick Cheney and Defense Secretary Donald Rumsfeld will be a valued part of his administration until his presidency comes to an end.",Dick Cheney is Vice President of the Defense Secretary Donald Rumsfeld.,741,1
"As a late September report by the Democrats points out, Republicans have done a poor job at getting their own small business bills through Congress even though they control both Houses and the White House.",Republicans control both Houses and the White House.,2114,0
"Ask Andy Grove, chairman of Intel, about his toughest business challenge, and a pensive look appears in his piercing blue eyes.",Andy Grove is chairman of Intel.,2345,0
"The solar system is much more complicated now, astronomers say, than in 1930 when Clyde Tombaugh added Pluto to the inventory of wandering lights circling the Sun.",Pluto was discovered by Clyde Tombaugh.,2147,0
"While the House has been extremely active in passing bills addressing the key priorities of entrepreneurs, most of the legislation has hit a brick wall over in the Senate.",The House quickly passes bills addressing the priorities of entrepreneurs.,835,0
"A variety of devices could be powered selectively from a single-power source carried on the body via multiple power supply signals at different frequencies, according to the patent abstract.",The patent abstract shows a number of devices using a single source.,1531,0
"As a result, the elephant has been brought back from the brink of extinction, thanks to the ban on international trade in ivory and other elephant products.",The ban on ivory trade has been effective in protecting the elephant from extinction.,2342,0
"After the service, Lennon left the cathedral, made his way through a crush of reporters and television cameras and talked briefly with protesters, some of whom say they are victims of abusive priests.","After the service, Lennon attempted to speak to victims and protesters.",1651,0
Wal-Mart Stores has asked a US federal appeals court to review a judge's order approving class-action status for a sex-discrimination lawsuit.,The judge approves of sex-discrimination.,162,1
"The researchers in the latest study fed one group of mice a diet in which 60 percent of calories came from fat. The diet started when the mice, all males, were 1 year old, which is middle-age in mouse longevity. As expected, the mice soon developed signs of impending diabetes, with grossly enlarged livers, and started to die much sooner than mice fed a standard diet.","At the age of one year, male mice were fed with a diet in which 60 percent of calories came from fat.",51,0
"Los Angeles Mayor James Hahn, along with top members of the Automobile Club of Southern California, along with will announce the kickoff of a $9 billion plan to fund Los Angeles County's Top Ten Traffic Busters.",James Hahn is a member of the Automobile Club of Southern California.,608,1
Military ties between the two countries have been governed officially by an arms embargo imposed by Britain on Argentina.,Britain has maintained an arm embargo.,2303,0
"Three months after the FBI raided the offices of the Dorean Group in Union City, California, neighboring companies in the same office park have received letters claiming that rent for the office park should now be paid to the Dorean Group. The owner of the office park, Hanover Properties, insists that they have not sold the park and called the Dorean Group's claim fraudulent. The first letter from the Dorean Group, dated May 2nd, 2005, purported to ""inform [the tenants] of the change in ownership of the property [the tenants] now occupy,"" and asked that ""payment of rents be sent"" to the principals of the Dorean Group. The letter also included notarized documents authorizing the sale by an alleged agent of the current owner, Hanover Properties, a ""Julia Pantibratyuk.""",Hanover Properties owns the Dorean Group.,1723,1
"Begum, who had to borrow to buy bamboo to make stools, received 25 cents a day from moneylenders. After giving them stools to pay off her debt, she was left with 2 cents a day, barely enough to feed herself.",Begum was not able to feed herself.,1949,1
"Bountiful arrived after war's end, sailing into San Francisco Bay 21 August 1945. Bountiful was then assigned as hospital ship at Yokosuka, Japan, departing San Francisco 1 November 1945.",Bountiful reached San Francisco in August 1945.,1118,0
Chancellor Schroeder has presided over three years of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people.,More than four million people have remained stubbornly unemployed in the last three years.,2131,1
"French justice minister Rachida Dati is trying to stop her convicted drug-trafficker brother from publishing a no-holds-barred book which she fears will reveal the identity of her baby's father. Jamal Dati intends to lift the lid on his famous sister's private life in the revealing family biography to go on sale later this year. The glamorous politician triggered a frenzy of media speculation after refusing to reveal who fathered baby Zohra, who was born last January.",Rachida Dati is a minister in France.,903,0
"The President George Bush administration, on Friday, ordered the sale of 30 million barrels of crude oil from the government's emergency stockpile in order to halt runaway oil prices triggered by Hurricane Katrina.",The Bush administration will release 30 million barrels of crude oil from U.S. reserves.,2213,0
"Yoko Ono unveiled a bronze statue of her late husband, John Lennon, to complete the official renaming of England's Liverpool Airport as Liverpool John Lennon Airport.",Yoko Ono is John Lennon's widow.,1667,0
"Acetaminophen is best known as the drug in products sold under the Tylenol brand, but is widely available in typically less expensive generic versions.",Acetaminophen is produced by Tylenol.,1819,1
The US state of Kansas has ruled that science classes in public schools should include the teaching of intelligent design and the doubts it casts on Darwinian evolution.,Intelligent design supports Darwinian evolution.,2084,1
"The company, whose registered auditors are Deloitte and Touche, has instructed Ernst and Young to carry out a thorough review of the accounts of Eurest Support Services, a subsidiary which feeds UN peacekeepers in at least eight countries.",Eurest Support Services is a subsidiary of Ernst and Young.,128,1
We are committed to the deployment of these technologies and are excited by the advances in remote sensing technology that are enabling us to extract more information from sensors in a cost-efficient and timely manner.,Ocean remote sensing is developed.,241,1
"One of two men ""released"" early on Saturday Mohammed Dawoud, 19, of Willesden, north-west London will appear before Horseferry Road magistrates' court today charged with possession of forged identity documents, police said.",Willesden will appear before Horseferry Road magistrates' court today.,1157,1
"WASHINGTON - The world's governments raced to avoid both a pandemic and global hysteria Sunday as more possible swine flu cases surfaced from Canada to New Zealand and the United States declared a public health emergency. ""It's not a time to panic,"" the White House said. Mexico, the outbreak's epicenter with up to 103 suspected deaths, canceled some church services and closed markets and restaurants. Few people ventured onto the streets, and some wore face masks. Canada became the third country to confirm cases, in six people, including some students who — like some New York City spring-breakers — got mildly ill in Mexico. Countries across Asia promised to quarantine feverish travelers returning from flu-affected areas.",As many as 103 people in Mexico have died of swine flu.,1997,0
"LIMA, Peru —  A Venezuelan opposition leader who says he is a victim of political persecution by President Hugo Chavez's government requested political asylum in Peru on Tuesday, one of his lawyers said. Manuel Rosales, a leading Chavez opponent, has been charged with corruption in Venezuela but says his trial would not be fair. Lawyer Javier Valle-Riestra said there is ""convincing evidence"" supporting his case for asylum and that Peru's foreign ministry should summon Rosales to explain his request within a week. Peruvian Foreign Minister Jose Antonio Garcia Belaunde said earlier Tuesday that Rosales entered Peru as a tourist on April 4.",Rosales lost a presidential race to Chavez in 2006.,1159,1
"GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the €390m (£265m) sale of the Dutch home shopping company, Wehkamp, to Industri Kapital, a private equity firm.",Wehkamp cost €390m.,2118,0
"London Metropolitan Police commissioner Sir Ian Blair has confirmed that there have been three small explosions on tube trains at Warren Street, Oval and Shepherd's Bush stations, and another small explosion on a No. 26 bus on Hackney Road in Bethnal Green. The London Ambulance Service has not found any injured people, but one person has reported themselves to a local hospital. It is not yet known if this is connected with the blasts.",Police report there has been an explosion in the tube station.,1181,0
"Bangladesh, one of the world's poorest countries, suffered a devastating drought and famine in 1974, which killed 1.5 million people. While trying to help starving villagers, he met a 21-year-old woman named Sufia Begum, who was burdened by a tiny yet crushing debt, Yunus recalled in his autobiography, ""Banker to the Poor.""",1.5 million people were killed during the drought and famine devastation in 1974 in Bangladesh.,224,0
"Once on the train (according to what the channel said was a leaked police statement, aired Tuesday night) a police officer pinned de Menezes down when another officer shot him.",The leaked version said Mr. de Menezes was being restrained by an officer when he was shot by armed police.,2085,0
"By the time a case of rabies is confirmed, the disease may have taken hold in the area.",A case of rabies was confirmed.,1340,1
"Anna Nobili, 38, spent years working as an exotic dancer and striptease artist at Milan night clubs but now she's a Catholic nun who describes herself a ""ballerina for God"". The Daily Mail reports that Sr Anna Nobili, a lap dancer turned nun is to perform a religious dance in front of an audience of Catholic cardinals and bishops. She swapped string bikinis and high heels for a nun's habit after a visit to the shrine of St Francis in Assisi, a place of pilgrimage for millions of Catholics in Umbria, in 2002.",Anna Nobili is a nun.,2215,0
Elizabeth Dowdeswell is the Under Secretary General at the United Nations Offices at Nairobi and Executive Director of the United Nations Environment Programme.,Elizabeth Dowdeswell is Executive Director of the United Nations Environment Programme.,503,0
"The biopic of wannabe actor, Johnny Stompanato, may be directed by Adrian Lyne of ""Fatal Attraction"" and ""Indecent Proposal"" fame.",Johnny Stomponato starred in Fatal Attraction.,750,1
"Prosecutors, who stated their intent on Sunday to seize bonds and cash from Madoff, filed another notice on Tuesday listing assets that they intend to seize, among them ""various pieces of jewelry owned or held in the name of Ruth Madoff valued at approximately $2,624,340,"" and ""approximately 35 sets of watches and cufflinks owned by Bernard Madoff,"" as well as $31.5 million in loans made to Madoff's sons.",Ruth Madoff is Bernard Madoff's daughter.,845,1
Gastrointestinal bleeding can happen as an adverse effect of non-steroidal anti-inflammatory drugs such as aspirin or ibuprofen.,Aspirin prevents gastrointestinal bleeding.,32,1
"She flew to Los Angeles last week, after her 74-year-old mother had a stroke, but is expected to return to Texas in a few days.","She recently left her camp, vowing to come back, to visit her mother who has just had a stroke.",889,1
"THE Government wants Nigerian mother-of-two Pamela Izevbekhai's case to stay in this country struck out after revelations that documents used in her action were forged. Ms Izevbekhai has been to the High Court 22 times to prevent her family's deportation on the grounds that her two daughters Naomi (7) and Jemima (6) will be subjected to female genital mutilation (FGM). However, she admitted last weekend that some documents given to the courts were forged. She has stood over her claim that she had a baby daughter, Elizabeth, who died from blood loss as a result of FGM. If her case is struck out, she and her daughters face deportation back to Nigeria.",Pamela Izevbekhai comes from Nigeria.,1760,0
"Mr Piech dismissed suggestions that VWs actions in hiring away Mr Lopez and his seven colleagues from GM had caused widespread dismay in German industry, and was at odds with the style of German business.",Piech got nationalistic in his accusations.,255,1
"Olson, 62, previously worked as a partner at Ernst & Young LLP, as a Minnesota bank president and as a congressional aide, before joining the Fed board in 2001, to serve a term ending in 2010.",Olson is a member of the Fed board.,1805,0
"The murders of Galan, a high-ranking police officer, and a judge last week, were probably carried out by an Israeli mercenary paid by the Medellin cartel - the world's most powerful drug-trafficking mafia - which has set up paramilitary squads accused of hundreds of individual murders and massacres against political and labor leaders, as well as peasants and patriotic union leftist militants in different parts of the country.",Galan was killed by patriotic union leftist militants.,877,1
"Activist groups in the Philippines led by Bagong Alyansang Makabayan (New Patriotic Alliance) or Bayan are set to submit ""cabinet level documents"" as evidence to international bodies purportedly showing that the office of the President, Malacañang sanctioned the series of extrajudicial killings in the country. The evidence is to be presented to the Permanent People's Tribunal and the United Nations Special Rapporteurs, which is scheduled to visit the country this year. In a press statement, Bayan expressed disappointment with the report of the Melo Commission saying that ""the report merely tells us what we already know, and that the report stops short of finding the roots of the extra-judicial killings.""",Malacañang is the president of the Melo Commission.,2449,1
"Jahche Broughton, 15, was sentenced to life imprisonment and ordered to serve at least 12-and-a-half years behind bars for the murder on January 17 last year.  Miss Aim, 26, from Orkney, was killed as she made her way home from a night out with friends in the North Island resort of Taupo.   She suffered serious head injuries and later died in hospital.  A judge at the High Court in Rotorua told Broughton that the sentence took into account his age and guilty plea.  The teenager was 14 when he carried out the murder and is believed to be one of the youngest convicted criminals in New Zealand to be given a life sentence.",Jahche Broughton is the murderer of Miss Aim.,2109,0
"Aides to British Prime Minister Tony Blair, whose Labor Party won power 13 months ago and who is the current EU president, said the leaders acknowledged jointly - and without trying to blame each other - that the EU's Belgian-based bureaucracy is regarded as both remote and overbearing.",Tony Blair belongs to the Labor Party.,621,0
"Thursday's assassination of Ms. Bhutto has plunged the Pakistani nation into a situation that many perceive as a crisis, with violent protests across the country. Officials say the violence has also caused tens of millions of dollars in damages. Most of the deaths have occurred in southern Sindh province, which is Ms. Bhutto's political stronghold. The worsening security situation prompted President Musharraf on Saturday to order his security chiefs to deal firmly with violent protesters.",Musharraf has ordered rioters to take firm action against security forces.,265,1
"Late Tuesday, authorities in the U.S. state of Texas carried out the execution of José Medellín, a Mexican national convicted of raping and murdering two teenage girls in 1993. The execution was carried out despite being at the center of an international legal dispute with objections from the International Court of Justice (ICJ) and UN Secretary-General Ban Ki-moon. José Ernesto Medellín, 33, was born in Mexico but moved to the U.S. as a child. He was sentenced to death for the 1993 rape and murder of two girls aged 14 and 16 in Houston, Texas. On Tuesday at 9:57 p.m. CDT, he was given a lethal injection at the Huntsville Unit in Huntsville, according to the Texas Department of Criminal Justice.",José Medellín was executed in Huntsville prison.,976,0
Jakarta floods easily during the rainy season.,Jakarta is easily flooded during the rainy season.,1223,0
"The Iraqi Foreign Minister, Mohammad Said Al-Sahaf, met today with the new ambassadors and briefed them ""on the Iraqi diplomacy directives of escalating the move toward lifting the blockade imposed on Iraq and developing relations with various countries of the world.""",Mohammed Said AL-SAHAF met with the ambassadors and briefed them on Iraq's diplomacy directives.,2022,0
"I asked myself how to understand the 'Twilight's success. And I have come to the idea that when you really believe in something, sooner or later it will become real. So, I guess this is what happened with Robert Pattinson. Last year he was just an unknown actor who's biggest role was in a pair of ""Harry Potter"" movies. Now, not only that Twilight is competing with 'Harry Potter', but Robert Pattinson is one of the most famous young actors who sucked $373.4 million from global box offices. So the movie about a vampire boy who falls in love with a normal girl, begun a real hysteria. And Pattinson has a lot to do with it!.",Robert Pattinson is a vampire.,95,1
British armor crashed into a jail in order to free the two soldiers who were arrested by Iraqi police and militiamen.,UK troops stormed a police station in Iraq.,1936,1
"A member of the Burmese delegation, Thaung Tun, told reporters on the eve of the meeting that his government did not wish to place ASEAN in a difficult position by insisting on assuming the chairmanship.",Thaung Tun is a representative of Burma.,1786,0
"In 1983 Turkish Cypriots proclaimed a separate state, naming it the Turkish Republic of Northern Cyprus (TRNC). Peace talks have been held sporadically, but Cyprus remains divided.",Cyprus was divided into two parts in 1983.,949,0
Six time prime minister Giulio Andreotti is just one of the many casualties stemming from these investigations and subsequent trials.,Giulio Andreotti is a prime minister.,1196,0
Prime Minister Jos Manuel Duro Barroso resigns. He is to assume the presidency of the European Commission later in the year (the European Parliament approves him on July 22).,New Portuguese prime minister is elected.,2276,1
"Lucinda Creighton has claimed that people resent her as being ""overambitious"" and ""in too much of a hurry"" to climb the political ladder. The outspoken Fine Gael deputy was speaking after a heated exchange with Enda Kenny led to her walking out of a parliamentary party meeting last week. Creighton, who at 29 is already acknowledged as a potential future leader of Fine Gael, slammed detractors who see her rapid success in a ""negative"" light -- and believes her friend and colleague Leo Varadkar has suffered the same fate. Speaking in the run up to the Fine Gael Ard Fheis, Ms Creighton also rejected suggestions which surfaced last week that she is seen as a 'loose cannon' within the party.  ""I certainly don't regard myself as a loose cannon. I'm absolutely part of the Fine Gael team,"" she said.",Lucinda Creighton is the leader of a parliamentary party.,981,1
"In 1865, John Wilkes Booth, the assassin of President Abraham Lincoln, was surrounded by federal troops near Bowling Green, Va., and killed.",John Wilkes Booth killed President Abraham Lincoln.,266,0
"Ruth bounced back from his 1925 ailments and problems to lead the American League in home runs with 47, 28 home runs more than anyone else.",Ruth hit 47 runs in his lifetime.,83,1
"The chapters voluntarily transferred their right of electing the bishop to Emperor Charles V, and Pope Clement VII gave his consent to these proceedings.",Emperor Charles V was elected by Clement VII.,341,1
"Witnesses told police a gas canister exploded to start the fire in a multilevel building which houses the Ycua Bolanos supermarket, a food court and a parking garage, causing the bottom floor to collapse.","Television footage showed several levels of the multi-level supermarket covered in soot, including the lower level parking garage.",265,1
Hadley said Jordan was chosen as the site of the meeting between Bush and al-Maliki because of its support for the unity government in Iraq and the fact that Bush would be in the region.,Bush will meet al-Maliki in Hadley.,258,1
"There is 'no indication of any security related event' that brought the plane down, said FBI spokesman Richard Kolko. Conditions of freezing drizzle, known as hard rime, were the most likely cause of the tragedy. The National Transportation Safety Board (NTSB) has announced that they would send a team to the crash site on Friday to begin the investigation. Lorenda Ward will serve as chief investigator with the assistance of NTSB Commissioner Steven Chealander and public affairs officer Keith Holloway. Ward has investigated several other plane crashes ―including the 2006 New York City plane crash that claimed the life of New York Yankees pitcher Corey Lidle.",Corey Lidle was a resident of New York City.,2089,1
"In an interview with the Sci Fi Wire, Robert Shaye, co-chairman of New Line and executive producer of The Lord of the Rings, said that New Line does not want to do any films, including The Hobbit, with Mr Jackson in the future. ""I do not want to make a movie with somebody who is suing me. It will never happen during my watch."" ""I don't care about Peter Jackson anymore. He wants to have another $100 million or $50 million, whatever he's suing us for,"" Mr Shaye said.",New Line wants to work with Peter Jackson.,2169,1
"(CNN) -- Malawians are rallying behind Madonna as she awaits a ruling Friday on whether she can adopt a girl from the southern African nation. The pop star, who has three children, adopted a son from Malawi in 2006. She is seeking to adopt Chifundo ""Mercy"" James, 4. ""Ninety-nine percent of the people calling in are saying, 'let her take the baby,' "" said Marilyn Segula, a presenter at Capital FM, which broadcasts in at least five cities, including the capital, Lilongwe.",Madonna has three children.,884,0
A car bomb exploded outside a U.S. military base near Baji.,A car bomb exploded outside a U.S. military base near Beiji.,2028,0
"LISBON, Jan. 22 (Xinhuanet) -- Anibal Cavaco Silva, a former prime minister, won Portugal's presidential election on Sunday.",New Portuguese prime minister is elected.,595,1
"Speaking about the papal visit, Castro also said the government had agreed to make available half of its transport to ensure people can attend masses the pope will celebrate in the cities of Havana, Santa Clara, Camaguey and Santiago de Cuba. Cuban church authorities have been concerned there will not be enough transport.",Papal travel is affected by political concerns.,1759,1
"Oqueli was to fly to Nicaragua to join an international Socialist delegation, which will observe the Nicaraguan electoral campaign.",An electoral campaign is being held in Nicaragua.,260,0
"He interviewed Shigeko Sasamori in December 2004. Ms. Sasamori was thirteen when the atomic bomb was dropped on Hiroshima (August 6, 1945).","In 1945, an atomic bomb was dropped on Hiroshima.",560,0
The ivory ban was imposed by CITES in 1989 after a wave of poaching across Africa saw elephant numbers fall from an estimated 1.3 million to a few hundred thousand.,The ban on ivory trade has been effective in protecting the elephant from extinction.,782,1
"A memorial service has taken place for Australian actor Heath Ledger, who died January 22 in New York. Hollywood celebrities and many other loyal fans bid farewell to the well known actor. His death has been deemed accidental by the New York City Medical Examiner and was attributed to a toxic mixture of prescription drugs and pain killers. The star died in his Manhattan apartment last month. The service was held at Penrhos College in Perth, Australia and was attended by over 100 people, although the actual funeral was only attended by Ledger's close family. Before the funeral, Heath's father, Kim Ledger, said that ""the funeral will be very, very private and there will only be 10 people there, immediate family and nobody else.""",Kim Ledger was Heath's son.,160,1
"In 1997, Tyson bit off part of one of Evander Holyfield's ears in their rematch that led to Tyson's disqualification and suspension. In 2002, at a melee at a news conference in New York, Tyson bit champion Lennox Lewis' leg.",Tyson bit off part of one of Evander Holyfield's ears in 2002.,1498,1
"The focus on the engines and the fuel, stems from the pilot's radio call, shortly before the crash.","The pilot had been attempting an emergency landing, after both engines failed.",526,1
"In other words, with its 2 million inhabitants, Slovenia has only 5.5 thousand professional soldiers.",Slovenia has 2 million inhabitants.,1073,0
"The Prime Minister of Spain Zapatero visited Brazil, Argentina, Chile and Uruguay recently, in a effort to build a left axis in South America. The cited countries' South American Presidents agreed to collaborate at international level, particularly in the United Nations , European Union and with Paris, Berlin and Madrid.",Brazil is part of the United Nations.,2442,0
"Humic acids are complex organic molecules formed by the breakdown of organic matter in the soil. They are not considered to be fertilizers, but soil enhancers and improvers.",Organic fertilizers are used as soil enhancers.,275,1
"When Albright was the US ambassador to the United Nations, Lesley Stahl of ""60 Minutes"" asked her about the sanctions and the deaths of Iraqi children. Albright said it was America's responsibility to make sure the Gulf War did not have to be fought again.","Albright said that to punish Saddam Hussein, the deaths of those children were ""worth it.""",119,1
"The funeral procession headed to the headquarters of the United Nations Development Programme in Baghdad, where funeral goers held banners denouncing the Americans as ""Enemies of God.""","The funeral procession had been directed to the UNDP headquarters in Baghdad, where signs denouncing Americans as ""enemies of God,"" were seen.",1167,0
"Also Friday, five Iraqi soldiers were killed and nine wounded in a bombing, targeting their convoy near Beiji, 150 miles north of Baghdad, the Iraqi military said.",Three Iraqi soldiers also died Saturday when their convoy was attacked by gunmen near Adhaim.,2209,1
The news comes as the owners of Kilroot announced plans to install clean-up equipment at the plant near Carrickfergus at a cost of Â£35 million.,Owners announced plans to sell clean-up equipment.,2065,1
"Climatologists believe artificially induced climate change is the reason Australia is destined for the warmest year on record. Temperatures so far this year have averaged one degree above the 30-year average, the Bureau of Meteorology (BOM) told the Greenhouse 2005 - Action in Climate Change Conference being held in Melbourne this week. The head of the National Climate Centre, Michael Coughlan, says Australia has had the warmest ever first 10 months of 2005, and seems likely to be a record-breaking year.",Bad weather creates problems.,1462,1
Quebec woman and her mother accused of plotting to kill a four-year-old girl.,Quebec woman murdered a four-year-old girl.,150,1
Iran is said to give up al Qaeda members.,Iran hands over al Qaeda members.,2365,0
"The American television network ""A.B.C."" quoted undisclosed sources at the American Defense Department today, Thursday, saying that the intense bombing operations on Iraq may cease by the end of this week.","The television network ""CNN"", quoting sources in the American Ministry of Defence, revealed that the bombing of Iraq might end this week.",1895,1
"The development application for a McDonald's restaurant at Minyama, on Queensland's Sunshine Coast in Australia, has been rejected by the Sunshine Coast Regional Council. ""We knocked back a Hungry Jack's on Nicklin Way because of the nuisance code,"" said divisional councilor Chris Thompson. ""We already have a 24-hour McDonald's at Mooloolaba, only one kilometre away, and there are already [anti-social] issues at that site.""",Sunshine Coast Regional Council accepted McDonald's Australia development plans.,1179,1
"Local media reported on Tuesday that a gold mine collapsed in northwestern Tanzania on Sunday, killing at least twenty people. According to reports, the incident occurred at Geita region when the 100-metre-deep shaft the miners were working in collapsed after being flooded by heavy seasonal rains. Some media reports say that thirty people might have been killed by the accident.  ""I know there is no hope of finding anybody alive,"" said Kelega Chacha, a miner who left the site soon before the mine's collapse. ""We will just have to look for the bodies to give them a decent burial.""",Kelega Chacha died in the Geita region.,1483,1
Four days of talks got underway with the US announcing the first significant overture to North Korea since George W Bush took office three years ago.,George W. Bush entered the US presidency 3 years ago.,181,0
"When Adolf Hitler heard of how Mussolini was executed and put on public display, he vowed he would not let this happen to him. Hitler shot his mistress and new wife, Eva Braunn, and then swallowing some poison, he shot himself in the mouth.",Mussolini's mistress was Eva Braunn.,607,1
"The Kalido Technical Advisory Board members include Boris Evelson, founder and managing partner, Textra Group, Inc., and Bill Inmon, president, Inmon Data Systems.",Boris Evelson founded the Kalido Technical Advisory Board.,2002,1
"Ahern, who was travelling to Tokyo for an EU-Japan summit yesterday, will consult with other EU leaders by telephone later this week in an effort to find an agreed candidate to presidency of the European commission.",EU leaders found an agreement about a candidate to the post of European commission president.,2129,1
"The so-called ""grandmother hypothesis"", based on studies of African hunter-gatherer groups, suggests that infertile women are vital for successful child-rearing despite being unable to produce children themselves.","Infertile women are vital for successful child-rearing, according to the ""grandmother hypothesis"".",910,0
"Lina Joy, 42, was born Azlina Jailani to Malay parents, and was raised as a Muslim. Malaysia's constitution guarantees freedom of religion, but by law, all ethnic Malays are Muslim. Joy converted to Christianity at age 26, and after some bureaucratic difficulties had her named legally changed in 1999. However, on her MyKad national ID, the National Registration Department retained her stated religion as Islam. In order to have her religion changed, the National Registration Department said Joy would have to obtain a certificate of apostasy from the Muslim Sharia Court.",Lina Joy's parents are from Malaysia.,10,0
The Auburn High School Athletic Hall of Fame recently introduced its Class of 2005 which includes 10 members.,The Auburn High School Athletic Hall of Fame has ten members.,92,1
"To further assist Mexico, the White House on April 15 named a former U.S. Justice Department official to lead efforts to crack down on drug-related violence along the U.S. side of its southwest border with Mexico.  Homeland Security Secretary Janet Napolitano announced the appointment of Alan Bersin, a former federal prosecutor, during a visit to El Paso, Texas.  Bersin held the same post - dubbed ""border czar"" - during the Clinton administration. And three Mexican drug gangs — the Sinaloa cartel, Los Zetas and La Familia Michoacana - have been placed on a list of significant foreign narcotics traffickers targeted for special sanctions, the White House said April 15.  This action allows the United States to freeze all cartel assets in U.S. jurisdiction and bars Americans from dealing with organizations that may be linked or associated with these groups and their operatives.",La Familia Michoacana are drug traffickers.,1284,0
Desko's Orange beat Navy 1413 on Monday for the Division I title in men's lacrosse.,Desko's Orange beat Navy 14-13 on Monday for the Division I title in men's lacrosse.,1406,1
Relatives of a missing woman and her husband said late Saturday that new information from the husband has prompted them to call off a volunteer search for the woman.,Relatives of a missing woman and her husband cancelled a volunteer search for the woman.,350,0
"Mercedes-Benz is another German luxury-car manufacturer, but its M-Class sport-utility vehicle is assembled in Alabama and the new G-Class is from Austria.",Mercedes-Benz is a German car manufacturer.,450,0
"Three leading Japanese banks have announced an alliance forming the world's largest financial group. Fuji Bank, Dai-Ichi Kangyo and the Industrial Bank of Japan say their operations will be integrated by the spring of 2002.",Merger of Japanese Banks creates the world's biggest bank.,2088,0
A two-day auction of property belonging to actress Katharine Hepburn brought in 3.2 million pounds.,A two-day auction of property belonging to actress Katharine Hepburn brought in £3.2m.,505,0
"Next year is the 50th anniversary of the Normandy invasion, an event that wouldn't have been possible without the Liberty ships. The volunteers hope to raise enough money to sail the O'Brien to France for the big D-Day celebration.",50th Anniversary of Normandy Landings lasts a year.,2110,1
"How come a country (Vatican City), a so-called country, that is in essence 800 square acres of office space in the middle of Rome, that has a citizenry that excludes women and children, seems to attract the most attention in talking about public policy that deals with women and children? she demanded.",The Vatican City is in Rome.,2076,0
"Trained volunteers are collecting baseline data on water quality, and testing for selected suspected contaminants of the coral reef.",Volunteers gather baseline data.,2347,0
"An investigation has found that Unity Party presidential candidate, Mrs. Ellen Johnson-Sirleaf, United Democratic standard bearer, Charles Brumskine, and Liberian National Union standard bearer, John Morlue, have been in the position of U.S. permanent residency or green card.",Mrs. Ellen Johnson-Sirleaf is the leader of Unity party.,484,1
"Welcome home, Discovery, after a great mission to bring the International Space Station to full power, said an astronaut, George Zamka, radioing from the mission control center in Houston, Texas. NASA tested an experimental tile under the Discovery's left wing during its approach for landing. The tile was almost eight centimetres thick, and had a bump in it, intended to disturb the otherwise smooth airflow over the shuttle's wing, thus exposing it to high amounts of heat. Engineers installed the tile in order to measure the excess heat that was generated on downstream tiles. A military airplane monitored the heat with an infrared camera. The findings will be used to help determine better designs for future shuttles.",Houston is George Zamka's hometown.,2405,1
