label,title,content
8,Mihaylovtsi, Mihaylovtsi is a village in the municipality of Gabrovo in Gabrovo Province in northern central Bulgaria.
12,Folly of Love, Folly of Love (German: Unfug der Liebe) is a 1928 German silent comedy film directed by Robert Wiene and starring Maria Jacobini Jack Trevor and Betty Astor. While several of Wiene's previous films had met with mixed responses Folly of Love was universally praised by critics. It was Wiene's last silent film. His next work was the 1930 sound film The Other.
7,Mount Rubeshibe, Mount Rubeshibe (ルベシベ山 Rubeshibe-yama) is located in the Hidaka Mountains Hokkaidō Japan.
12,Awaking from a Dream, Awaking from a Dream (Spanish: Amanecer de un sueño) is a 2008 Spanish drama film written and directed by Freddy Mas Franqueza. It was entered into the 30th Moscow International Film Festival.
5,Dodge Matador, The Dodge Matador was a full-sized automobile produced for the 1960 model year by the Dodge division of the Chrysler Corporation.
13,The Shield Ring, The Shield Ring is a historical novel for children written by Rosemary Sutcliff and published in 1956.
10,Calylophus serrulatus, Calylophus serrulatus is a species of flowering plant in the Onagraceae known by the common name yellow sundrops. Other common names include halfshrub sundrop serrate-leaved evening primrose shrubby evening primrose plains yellow primrose and halfleaf sundrop. It is native to central North America including central Canada and the central United States.This plant is a subshrub which branches and forms a bushy clump up to 18 inches tall. The toothed leaves are up to 3.5 inches long.
8,Bineh Gerd, Bineh Gerd (Persian: بينه گرد‎ also Romanized as Bīneh Gerd; also known as Bīn-e Gerd and Bīnegerd) is a village in Howmeh Rural District in the Central District of Gilan-e Gharb County Kermanshah Province Iran. At the 2006 census its population was 226 in 56 families.
0,Siri Music Group, Siri Music Group is an American record label which operates in association with E1 Music/E1 Distribution but originated under Universal Republic Records.
3,Andreas Lambertz, Andreas Lumpi Lambertz (born 15 October 1984) is a German footballer currently captaining Fortuna Düsseldorf. He is the first German football player to promote from the fourth tier to first tier with only one club.
8,Peddamandyam, Peddamandyam is a village and a Mandal in Chittoor district in the state of Andhra Pradesh in India. Akhand Bharatheeya Aawaaz National Political Party Register Office and Founder General Secretary Noorabdul Rrahaman Khan Native Place. http://www.abaap.in/
6,Big 4 Fair Art Hall, The Big 4 Fair Art Hall also known as Hollenbeck Hall is an historic structure located in the Wapello County Fairgrounds in Eldon Iowa United States. The fair established in 1890 is one of the oldest county fairs in the state of Iowa. The building was built in 1911. The fair was suspended during World War I in 1917 and Hollenbeck Hall was used by the U.S. Army Signal Corps Company C. The building has been completely restored and is used for exhibits during the fair.
13,National Geographic Prehistoric Mammals, National Geographic Prehistoric Mammals is a book by Alan Turner and illustrated by Mauricio Anton. It was published in 2004 by National Geographic.
2,Charles Baudelaire, Charles Pierre Baudelaire (French: [ʃaʁl bodlɛʁ]; April 9 1821 – August 31 1867) was a French poet who also produced notable work as an essayist art critic and pioneering translator of Edgar Allan Poe. His most famous work Les Fleurs du mal (The Flowers of Evil) expresses the changing nature of beauty in modern industrializing Paris during the 19th century.
2,Billy Joe Royal, Billy Joe Royal (born April 3 1942 Valdosta Georgia United States) is an American singer.
5,Adjutant-class minesweeper, The Adjutant class minesweepers were built by the United States in the early 1950s then loaned to foreign countries under the Military Defense Assistance Pact. Initially classified as motor minesweepers (AMS) in February 1955 they were reclassified as coastal minesweepers (MSC).
7,Grenzchopf, The Grenzchopf (2193 m) is a mountain of the Appenzell Alps overlooking the Schwägalp Pass on the border between the Swiss cantons of Appenzell Ausserrhoden and St. Gallen.Located 2 kilometres west of the Säntis the Grenzchopf is one of the highest summits of the canton of Appenzell Ausserrhoden. It is also its southernmost point.
12,Falling Sky (2002 film), Falling Sky is a 2002 Norwegian drama film directed by Gunnar Vikene.
12,School Ties, School Ties is a 1992 drama film directed by Robert Mandel starring Brendan Fraser Matt Damon Ben Affleck Chris O'Donnell Cole Hauser Randall Batinkoff and Anthony Rapp.Fraser plays the lead role as David Greene a Jewish high school student who transfers from a Pennsylvania public school to a New England prep school in his senior year after he is awarded an athletic scholarship.
13,First Amendment Law Review, Please Note: This page is currently under construction. Please bear with us as we update and make revisions. Thank you
13,Das freie Volk, Das freie Volk ('The Free People') was a daily newspaper published from Danzig between December 1918 and 1921. The newspaper was the organ of the Independent Social Democratic Party of Germany in West and East Prussia. In 1921 it became the organ of the Danzig district of the Communist Party of Germany. The Communist Party later started a new newspaper Danziger Arbeiterzeitung.
13,The Word of Unbinding, The Word of Unbinding is a short story by Ursula K. Le Guin first published in the January 1964 issue of Fantastic and reprinted in collections such as The Wind's Twelve Quarters. In this story the Earthsea realm which was later made famous by A Wizard of Earthsea was first introduced.
5,GWR 3800 Class, The Great Western Railway County Class were a class of 4-4-0 steam locomotives for express passenger train work introduced in 1904 in a batch of ten. Two more batches followed in 1906 and 1912 with minor differences. They were designed by George Jackson Churchward who used standard components to produce a four-coupled version of his Saint Class 4-6-0s.
3,Sergei Pryakhin, Sergei Vasilievich Pryakhin (sometimes Priakin; born December 7 1963) is a Russian former ice hockey forward who played 20 seasons in several leagues. He is a former captain of Krylya Sovetov Moscow (Soviet Wings) of the Soviet League and is best known in North America for being the first Soviet given permission to play in the National Hockey League (NHL). He joined the Calgary Flames in 1989 and played parts of three seasons in the NHL.
6,Baptist Church (Ripon Wisconsin), The Baptist Church is located in Ripon Wisconsin. It was added to the National Register of Historic Places for its architectural significance in 2007.
9,Aselgia, Aselgia is a genus of Moth in the family Lasiocampidae.
9,Imelcana, Imelcana is a genus of moths of the family Tortricidae.
11,Killed My Parents and Hit the Road, The Twilight Sad Killed My Parents and Hit the Road is a limited edition compilation album by Scottish indie rock band The Twilight Sad released by Fat Cat Records on 8 December 2008. The compilation is composed of live tracks covers and previously unreleased material and was made to help fund their tour with Mogwai in late 2008. The compilation was limited to 1000 copies only and were only made available at live shows in independent record shops and at Fat Cat's official website.
8,Vlasatili, Vlasatili is a village in the municipality of Tryavna in Gabrovo Province in northern central Bulgaria.
12,The Diviners (film), The Diviners is a Canadian television film which aired on CBC Television in 1993. Directed by Anne Wheeler the film is an adaptation of the novel The Diviners by Margaret Laurence.
13,Portals of Tomorrow, Portals of Tomorrow is an anthology of science fiction stories edited by August Derleth intended as the first in a series of year's best volumes. It was first published by Rinehart & Company in 1954. The stories had originally appeared in the magazines Fantasy and Science Fiction Future Esquire Fantastic Universe Galaxy Science Fiction Blue Book Startling Stories Orbit Astounding Stories and Beyond Fantasy Fiction.
0,VI Technology, VI Technology was a privately owned company based in Austin Texas that provided enterprise test solutions and services. These solutions ranged from benchtop test systems to enterprise-wide test solutions. VI Technology's main product Arendar was used by engineering teams in design characterization validation and manufacturing.
5,Lamborghini Gallardo, The Lamborghini Gallardo (/ɡaɪˈjɑrdoʊ/; Italian: [ɡaʎˈʎardo]) was a sports car built by Lamborghini their most-produced model with 14022 being built throughout its lifetime. Named after a famous breed of fighting bull the V-10 Gallardo has been Lamborghini's sales leader and stable-mate to a succession of V-12 flagship models—first to the Lamborghini Murciélago (4099 built between 2001 and 2011) then to the current flagship Lamborghini Aventador.
13,The World of Divergent: The Path to Allegiant, The World of Divergent: The Path to Allegiant is an electronic book by the American writer Veronica Roth released free of charge by HarperCollins on September 24 2013. It is a companion book to the Divergent trilogy a young-adult science fiction series whose third book Allegiant was published in print four weeks later simultaneously by the HarperCollins imprints Katherine Tegen Books in the U.S. and HarperCollins Children's Books in the U.K.
5,Bullfinch-class destroyer, Two Bullfinch-class destroyers served with the British Royal Navy; Bullfinch and Dove were both built by Earle's Shipbuilding company in Hull in 1898. They were 345-ton class C-class destroyers sporting three funnels and capable of a speed of 30 knots (56 km/h) thanks to their Thornycroft boilers. They were 210 feet long generated 5800 HP and carried a full complement of 63 officers and men.
7,Harkhebi (crater), Harkhebi is a large lunar crater of the category termed a walled plain. Half of the crater to the north-northeast is overlain by the walled plain Fabry a large formation in its own right. Attached to the northwestern rim is the much smaller crater Vashakidze. To the southwest lies Vestine and to the south is Richardson.What survives of the outer rim of Harkhebi is worn and eroded by impacts leaving little of the original formation intact.
2,Jessica Frech, Jessica Frech is an American pop/folk singer-songwriter from Nashville Tennessee. Jessica is attending Belmont University majoring in songwriting.Frech gained worldwide notoriety with the release of the “People of Walmart” music video on YouTube. The comedy video features images from the People of Walmart photo blog along with an original score written by Frech. Shortly after release the video went viral with multi-millions of views.
2,Naum Veqilharxhi, Naum Veqilharxhi born Naum Bredhi (1797-1854) was an Albanian lawyer and scholar. In 1844 he created a unique alphabet for the Albanian language using characters he had created himself the Vithkuqi script. Veqilharxhi is one of most prominent figures of the early Albanian National Awakening.
11,Throw You Down, Throw You Down is Thelma Houston's fourteenth studio album. It was her only album for Reprise Records released in mid 1990. The lyrics of the songs are by Richard Perry. The album features the hits Out Of My Hands High and the title track (dance Number 6 in 1991).
5,Mercedes-Benz 4G-Tronic transmission, The Mercedes Benz 4G-TRONIC transmission was produced from 1981 to the mid 1996. It has been used in a plethora of Mercedes-Benz cars. It is considered by enthusiasts to be one of the most reliable transmissions ever built by Mercedes-Benz or any other company. It was replaced by the Mercedes-Benz 5G-Tronic.
1,Ontario Institute for Studies in Education, The Ontario Institute for Studies in Education of the University of Toronto (OISE/UT) is a teachers' college in Toronto Ontario.
5,Mercedes-Benz W10, The Mercedes-Benz Mannheim 350 replaced the W03/Typ 350 models in 1929. The structure originated by Ferdinand Porsche was modified by Hans Nibel.
0,BuyCostumes.com, BuyCostumes.com is a major US-based costume retailer headquartered in New Berlin Wisconsin. It is an e-commerce company that sells costumes and costume accessories for children adults and pets as well as party supplies for year-round occasions and seasonal indoor/outdoor décor. It is part of a family of costume and party brands owned by a larger corporate entity BuySeasons Inc. that includes CostumeExpress.com BirthdayExpress.com CelebrateExpress.com and 1stWishes.com. BuySeasons Inc.
3,Oficial AK-47, Mario Pardo Villagómez (born February 14 1984) is a Mexican luchador best known under the ring name Oficial AK-47. As Oficial AK-47 he is part of a group called Los Oficiales that has worked for International Wrestling Revolution Group (IWRG) since 2007.
6,Kenmore (Richmond Massachusetts), Kenmore is a historic house (built in 1792) at 1385 State Road (the junction of MA 295 and MA 41) in Richmond Massachusetts. It was built by Henry Sherrill one of Richmond's early settlers and is a fine example of transitional Georgian-Federalist architecture. The house has retained much of its historic integrity despite significant renovation and modernization in the 20th century.
7,Ruby Range (Valhalla Ranges), The Ruby Range is a subrange of the Valhalla Ranges of the Selkirk Mountains of the Columbia Mountains in southeastern British Columbia Canada located west of the northern end of Slocan Lake.
2,Georgiana Fullerton, Lady Georgiana Fullerton (23.09.1812–19.01.1885) was an English novelist.Georgiana Charlotte Leveson-Gower was the daughter of Granville Leveson-Gower 1st Earl Granville and sister of Granville George Leveson-Gower 2nd Earl Granville a prominent statesman. In 1833 she married in Paris an attaché of the embassy Alexander George Fullerton who came from Ireland.She converted to Roman Catholicism in 1846 and wrote The Life of St. Frances of Rome and Others.
7,River Ise, The River Ise is a river in Northamptonshire England and a tributary of the River Nene.The river rises in the very field that hosted the Battle of Naseby at the north-western tip of Northamptonshire. Flowing east past Desborough and the Eleanor cross at Geddington through the grounds of Rushton Hall it then turns south and passes Kettering through Wicksteed Park past Barton Seagrave and Burton Latimer before joining the Nene just south of Wellingborough.
4,Mónica de Greiff, Mónica de Greiff Lindo (born 1956) is a Colombian lawyer.
8,Werellagama, Werellagama is a village in Sri Lanka. It is located within Central Province.
11,B'z Live-Gym Pleasure 2008: Glory Days, B'z Live-Gym Pleasure 2008 -Glory Days- is the nineteenth live DVD released by Japanese rock duo B'z on February 25 2009.
1,Western Heights High School, Western Heights High School is a state coeducational secondary school located in the northwestern suburbs of Rotorua New Zealand. A total of 1587 students from Years 9 to 13 (ages 12 to 18) attend the school as of April 2013 including 772 students identifying as Māori – the largest Māori school roll in New Zealand in terms of number of students.Western Heights High School offers Cambridge International Examinations in addition to the National Certificate of Educational Achievement (NCEA).
5,BA 2100, The BA 2100 or Olympus is a conceptual design for a larger heavier and more capable expandable space station module or interplanetary human transport module by Bigelow Aerospace. The larger BA 2100 would extend the volume and capabilities of the BA 330 module which is under development for deployment in 2015 as part of the Bigelow Commercial Space Station.
1,Covington Latin School, Covington Latin School is a co-educational Catholic accelerated college preparatory high school offering a classical education. Since its inception in 1923 Latin School has operated under the auspices of the Roman Catholic Bishop of the Diocese of Covington Kentucky. CLS is fully accredited by the Southern Association of Colleges and Schools (S.A.C.S.) and has been certified by the US Department of Education as a Blue Ribbon School since 2003. Latin School has been profiled in U.S.
6,Sharples Separator Works, Sharples Separator Works also known as the Gumas Warehouse and Kauffman Warehouse is a historic factory complex located in West Chester Chester County Pennsylvania. The complex was built between 1890 and 1909 and includes 14 contributing buildings. They range between one and three stories are of brick construction and have low pitched gable roofs or hipped roofs.
6,Orchard Wyndham, Orchard Wyndham near Williton Somerset England is a former manor and historic manor house parts of which date from medieval times.
4,Robert F. Wagner, Robert Ferdinand Wagner I (June 8 1877 – May 4 1953) was an American politician. He was a Democratic U.S. Senator from New York from 1927 to 1949.
11,Nothing Without You (Smokie Norful album), Nothing Without You is the second studio album from Contemporary Gospel singer Smokie Norful. The album was released on October 5 2004 through EMI Gospel. In 2005 a Special Edition which included a DVD was released.
0,Phoenix Air, Phoenix Air Group often just referred to as Phoenix Air is an non-scheduled airline headquartered in Cartersville Georgia USA with the city's airport serving as its base. Founded in 1978 Phoenix Air operates worldwide charter flights (passenger and cargo; catering for corporate military or air ambulance demands).
7,Gasherbrum V, Gasherbrum V is an unclimbed mountain in the Gasherbrum massif located in the Karakoram range of Gilgit–Baltistan Pakistan.
5,Skipper Scrappy UAC-200, The Skipper Scrappy UAC-200 is an American homebuilt aerobatic biplane that was designed by WA Skipper of Greeley Colorado introduced in 1970. The aircraft was supplied in the form of plans for amateur construction but plans seem to no longer be available.
12,Mujhse Dosti Karoge!, Mujhse Dosti Karoge! (Hindi: मुझसे दोस्ती करोगे translation: Will you be my friend?) is a 2002 Bollywood romantic drama film directed by Kunal Kohli and produced by Aditya Chopra and Yash Chopra under the banner of Yash Raj Films. It is about the love triangle of three friends played by Hrithik Roshan Rani Mukerji and Kareena Kapoor.
4,Eddie Fenech Adami, Edward “Eddie” Fenech Adami (born 7 February 1934) is a Maltese politician who was Prime Minister of Malta from 1987 until 1996 and again from 1998 until 2004. Subsequently he was the seventh President of Malta from 2004 to 2009.
9,Anestia semiochrea, Anestia semiochrea is a moth of the Arctiidae family. It is found in Australian Capital Territory Queensland and New South Wales.The female is wingless.The larvae feed on lichen.
7,Sant'Ana River (Rio da Areia), The Sant'Ana River (Rio da Areia) is a river of Paraná state in southern Brazil.
5,USS Texas (BB-35), USS Texas (BB-35) the second ship of the United States Navy named in honor of the U.S. state of Texas is a New York-class battleship. The ship was launched on 18 May 1912 and commissioned on 12 March 1914.Soon after her commissioning Texas saw action in Mexican waters following the Tampico Incident and made numerous sorties into the North Sea during World War I.
7,Falak Sher (Pakistan), Falak Sher (also known as Falak Sar) is a mountain in Ushu Valley of Swat-Kohistan. At 5918 metres (19416 ft) it is considered the highest peak of the Swat district in the Hindu Kush mountains. This mountain was climbed for the first time by W.K.A Berry and C.H. Tyndale-Biscoe of New Zealand in 1957 from its North ridge. The second ascent was made by Dr. Wolf Gang Stephen who also climbed Distaghil Sar and Malika Parbat.[citation needed].
9,Amauta cacica, The Sugar-cane Borer Moth (Amauta cacica) is a moth in the Castniidae family. It is found in Colombia Ecuador Guatemala Costa Rica and Panama.The larvae feed on plantain and can cause moderate damage. Other recorded food plants include Heliconia griggsiana. They bore the roots of their host plant. From the initial penetration larvae tunnel into the corm of the plantain and feed there until close to maturity.
5,USS Tuscaloosa (CA-37), USS Tuscaloosa (CA-37) was a New Orleans-class heavy cruiser of the U.S. Navy. Commissioned in 1934 she spent most of her career in the Atlantic and Caribbean participating in several European wartime operations. In early 1945 she transferred to the Pacific and assisted in shore bombardment of Iwo Jima and Okinawa. She earned 7 battle stars for her service in World War II.
6,Downtown Plaza (Hamilton New Zealand), Downtown Plaza was a shopping mall in Hamilton New Zealand that operated from 1994-2012. In 2013 it was replaced by an extension of Centre Place.
2,Alejandro Rozitchner, Alejandro Rozitchner (born 1960 in Buenos Aires) is an Argentine philosopher and writer. Artist of the ideas or intellectual nutritionist are some of the names with which he describes his work. He is characterized by his affirmative thinking his appreciation for enthusiasm (a concept on which he has published numerous articles and also a topic of several conferences) and for his open casual and provocative style.
2,Gary Bernstein, Gary Bernstein is an American photographer and author.
3,Corey Black, Corey A. Black (born January 11 1969 in Westminster California) is a retired Champion jockey in American Thoroughbred horse racing.Born in Westminster California Black won his first race as a professional apprentice jockey on October 16 1985 during the Oak Tree Racing Association meet at Santa Anita Park. A Champion that year he led all apprentice jockeys in United States racing in purse money won.
3,Walt Bellamy (ice hockey), Walter Bellamy (born November 27 1881) was a Canadian professional ice hockey player. He played with the Montreal Shamrocks of the National Hockey Association.
6,Banff – Mineral Springs Hospital, Banff – Mineral Springs Hospital is a medical facility located in Banff Alberta.Alberta Health Services is responsible for the operations of the hospital in collaboration with Covenant Health. The hospital contains 22 acute care beds and 1 labour and delivery suite.
12,The Story of Piera, The Story of Piera (Italian: Storia di Piera) is a 1983 Italian drama film directed by Marco Ferreri. Hanna Schygulla won the award for Best Actress at the 1983 Cannes Film Festival.
3,Len White, Leonard Roy Len White (23 March 1930 – 17 June 1994) was an English professional footballer who played as a centre-forward most noted for playing at Newcastle United.
9,Pseudohemihyalea, Pseudohemihyalea is a genus of arctiine tussock moths (tribe Phaegopterini of the family Arctiidae). It was long included in Hemihyalea when the latter was still unresolved versus Amastus but seems to be distinct and in fact contain more species than originally believed. The initial confusion stems partly from the fact that Rego Barros when describing the genus set the type species to be Phaegoptera rhoda but he had actually misidentified Pseudohemihyalea schausi specimens as P.
6,Jumel Terrace Historic District, Jumel Terrace Historic District is a national historic district in Washington Heights New York New York. It consists of 49 contributing residential rowhouses and apartment buildings between 1882 and 1909. The buildings are primarily wood or brick rowhouses in the Queen Anne and Romanesque styles. Also located in the district is the Morris-Jumel Mansion dated to about 1765.It was listed on the National Register of Historic Places in 1973.
3,Jeff Farmer (wrestler), Jeff Farmer (born August 14 1962) is an American professional wrestler. He is best known for his appearances with World Championship Wrestling (WCW) and New Japan Pro Wrestling (NJPW) as Sting (later The nWo Sting) an impostor version of the original Sting aligned to the New World Order stable.
5,Japanese destroyer Akikaze, Akikaze (秋風 Autumn Wind) was a Minekaze-class destroyer built for the Imperial Japanese Navy immediately following the end of World War I. The Minekaze class of destroyers were considered advanced for their time; these ships served as first-line destroyers through the 1930s. The class was considered obsolete by the start of the Pacific War and served in a number of roles including minesweeper aircraft rescue ships and Kaiten-carriers.
1,West Hatch High School, West Hatch High School is a secondary school located in Chigwell Epping Forest Essex (near Woodford Bridge). The area now occupied by West Hatch was previously the western gate (or hatch as it would have been known) into Epping Forest; it is from these roots that the school derives its name. The school currently educates 1300 students from the local catchment area and nearly 200 sixth form pupils from north east London and west Essex.
11,University of Akron Concert, University of Akron Concert is a live album by jazz guitarist Joe Pass released in 1985.
12,Scent of Mystery, Scent of Mystery is a 1960 mystery film that featured the one and only use of Smell-O-Vision a system that timed odors to points in the film's plot. It was the first film in which aromas were integral to the story providing important details to the audience. It was produced by Mike Todd Jr. who in conjunction with his father Mike Todd had produced such spectacles as This is Cinerama and Around the World in Eighty Days.
6,Deacon Willard Lewis House, Deacon Willard Lewis House is a historic house at 33 West Street in Walpole Massachusetts.The house was built in 1826 and added to the National Register of Historic Places in 1975.
7,Little Diamond Peak, Little Diamond Peak at 11272 feet (3436 m) above sea level a peak in the Lemhi Range of Idaho. The peak is located in Butte County on the border of Caribou-Targhee National Forest and Salmon-Challis National Forest. It is 1.8 mi (2.9 km) south of Shoshone John Peak and 2.8 mi (4.5 km) south of Big Boy Peak its line parent. It is the 68th highest peak in Idaho.
4,Diane Hamelin, Diane Gadoury Hamelin is a Canadian politician. She was a Parti Québécois member of the National Assembly of Quebec for the riding of Masson from 2012 to 2014 first elected in the 2012 election.
0,Codenomicon, Codenomicon is a private company founded in late 2001 and develops fuzz testing tools (also called robustness testing tools) for manufacturers service providers government/defense and enterprise customers. The company has raised Venture money mid-2000s and has been profitable since 2008 with more than 40% growth in sales each year.
5,Azcárate O-E-1, The Azcárate O-E-1 was a reconnaissance-bomber aircraft developed in Mexico in the late 1920s. It was designed by General Brigadier Juan Francisco Azcárate and built at the TNCA workshops near Mexico City. A trainer version the Azcárate E-1 (for Escuela) was also built. It was a sesquiplane of conventional configuration with tailskid undercarriage and seating the crew in tandem open cockpits.
4,Mike Branch, For the English professional footballer see Michael Branch.Michael Franklin Branch known as Mike Branch (born 1968) served from 1996 to 2000 as the Louisiana State Senator from District 13 (East Baton Rouge East Feliciana and Livingston parishes.
8,Broniewek, Broniewek [brɔˈɲɛvɛk] is a village in the administrative district of Gmina Radziejów within Radziejów County Kuyavian-Pomeranian Voivodeship in north-central Poland.
7,Sierra Madre Mountains (California), The Sierra Madre Mountains is a mountain range in northern Santa Barbara County California western United States. It is a range of the Inner South Coast Ranges group and is the southernmost reach of the California Coast Ranges System which are themselves part of the Pacific Coast Ranges System of western North America.
4,Miguel Primo de Rivera, Don Miguel Primo de Rivera y Orbaneja 2nd Marquis of Estella 22nd Count of Sobremonte Knight of Calatrava (January 8 1870 – March 16 1930) was a dictator aristocrat and military officer who served as Prime Minister of Spain from 1923 to 1930 during Spain's Restoration era. He deeply believed that it was the politicians who had ruined Spain and that governing without them he could restore the nation.
8,Bronkowice, Bronkowice [brɔŋkɔˈvit͡sɛ] is a village in the administrative district of Gmina Pawłów within Starachowice County Świętokrzyskie Voivodeship in south-central Poland. It lies approximately 8 kilometres (5 mi) west of Pawłów 9 km (6 mi) south-west of Starachowice and 31 km (19 mi) east of the regional capital Kielce.The village has a population of 420.
13,Zero Cool, Zero Cool is Michael Crichton's fifth published novel. It was released in 1969 under the pseudonym of John Lange and later re-released in 2008 as part of the Hard Case Crime series. For this release Michael Crichton wrote short new framing chapters in addition to doing an overall revision of the text. Hard Case Crime will republish the novel under Crichton's name on November 19 2013.
0,SSL International, SSL International plc was a British manufacturer of healthcare products. Its best known brands were Durex and Scholl; other significant brands were Sauber and Mister Baby. The company's name was an abbreviation of Seton Scholl London International its predecessor businesses. Since November 2010 SSL International has been a part of Reckitt Benckiser.
7,Brad River, The Brad River is a tributary of the Crişul Alb River in Romania.
2,Bai Guang, Bai Guang (birth name Chinese: 史永芬; pinyin: Shǐ Yǒngfēn; June 27 1921 Beiping now Beijing China – August 27 1999 in Kuala Lumpur Malaysia) was a famous movie star and singer. By the 1940s she became one of the Seven great singing stars.
7,Mount Shiomi, Mt. Shiomi (塩見岳 Shiomi-dake) is a mountain located in the centre of the Southern Alps on the border of Shizuoka and Nagano Prefectures. It is one of the 100 Famous Japanese Mountains. At 3047 tall it is the 16th tallest mountains and hills of Japan. There is the Mountaineering route on the ridge in Akaishi Mountains (Southern Alps).
3,Thomas Stehle, Thomas Stehle (born 26 October 1980) is a German defender who currently is currently a free agent.
1,Plainville High School, Plainville High School is a public high school in Plainville Connecticut. It is the only high school in the town of Plainville Connecticut serving roughly 873 students. Its principal is Steven LePage.
10,Balthasaria mannii, Balthasaria mannii is a species of plant in the Theaceae family. It is endemic to São Tomé and Príncipe.
10,Bakerella, Bakerella is genus of sixteen showy mistletoe species in Madagascar and the Mascarenes. The genus was described by the Belgian botanist Simone Balle in Flora de Madagascar 1964. In some parts of Madagascar they are an important food source for lemurs.
11,Talk on Corners, Talk on Corners is the second album by Irish band The Corrs released in 1997. The name of the album is derived from a line from the album's song Queen of Hollywood.And her friends they talk on corners they could never comprehendAfter its release songs from this album were to dominate their live set for a long time to come and through the biggest growth period of the band's career.
0,Grupo Industrial Ramirez, Grupo Industrial Ramirez was the first Mexican automotive company and also the first Mexican company to ever produce pickup trucks and vans.
10,Cyrillaceae, The Cyrillaceae are a small family of flowering plants in the order Ericales native to warm temperate to tropical regions of the Americas. The family comprises two genera each with a single species Cyrilla racemiflora and Cliftonia monophylla.In the past many botanists included a third genus Purdiaea in the family though recent research has shown this genus is better placed in the closely related family Clethraceae.
2,Cao Ying (translator), Sheng Junfeng (Chinese: 盛峻峰; pinyin: Shèng Jùnfēng; born 1923) better known by his pen name Cao Ying (simplified Chinese: 草婴; traditional Chinese: 草嬰; pinyin: Cǎo Yīng) he is a Chinese translator who had been honored by the Government of the Russian Federation.He is most notable for being one of the main translators into Chinese of the works of Russian novelists Leo Tolstoy and Mikhail Sholokhov.
5,Racecourse-class minesweeper, For the class of ships sometimes known as the Racehorse class see 24 class sloopThe Racecourse class minesweepers were 32 ships delivered to the Royal Navy during the First World War. They were built to two related designs as paddlewheel coastal minesweeping sloops under the Emergency War Programme. The vessels were reasonable sea-boats but lost speed badly in a seaway when the paddle boxes tended to become choked with water.
6,St. Elizabeth Health Services, St. Elizabeth Health Services is a private Roman Catholic hospital in Baker City Oregon United States. It opened August 24 1897 as St. Elizabeth Hospital. In 1912 a 115-bed facility was constructed at 2365 4th Street. The hospital moved to its current location on Pocahontas Road in April 1969.
6,Paxton First Schoolhouse, The Paxton First Schoolhouse located at 406 E. Franklin St. is the oldest remaining building in Paxton Illinois. Built in 1856-57 the building served as the first school in Paxton. It was also used as a church and a meeting hall by many of Paxton's early settlers. The school moved to a new building in the 1860s and the First Schoolhouse became a private residence.The school was added to the National Register of Historic Places on January 29 1980.
7,Teterower See, The Teterower See is a lake within the Mecklenburgische Schweiz und Kummerower See Nature Park in Mecklenburg-Vorpommern Germany. It is situated immediately to the north-east of the town of Teterow and is about 200 kilometres (120 mi) north of Berlin.[citation needed]The lake is approximately 3.3 kilometres (2.1 mi) long and 1.9 kilometres (1.2 mi) wide with an average depth of 4 metres (13 ft) and a maximum depth of 10.7 metres (35 ft).
2,Majeed Amjad, Majeed Amjad (Urdu: مجید امجد‎) (June 29 1914 – May 11 1974) was an acclaimed Urdu poet from Pakistan. In popular culture Amjad's poetry readers are less than Faiz Ahmed Faiz Noon Meem Rashid Nasir Kazmi or Meeraji but amongst many critics he is regarded as a philosophical poet of depth and sensitivity. His ghazals have also been sung by various Pakistani singers.
13,Hatsukoi Scandal, Hatsukoi Scandal (初恋スキャンダル) is a Japanese manga series by Akira Oze. It won the award for Best Shōtgun manga at the 31st Shogakukan Manga Award. It was adapted into a TV special in 1986.
2,Mark Ford (poet), Mark Ford (b. 1962 Nairobi Kenya) is a British poet.
2,Carlos Vaz Ferreira, Carlos Vaz Ferreira (October 15 1872 – January 3 1958) was an Uruguayan philosopher writer and academic. Influenced by John Stuart Mill and Herbert Spencer he is notable for introducing liberal pluralistic political values and pragmatic philosophical concepts to South American society.
11,Born to Sing (En Vogue album), Born to Sing is the debut studio album from American R&B group En Vogue released in 1990 on Atlantic Records.The album peaked at number twenty-one on the Billboard 200 chart. By October 1990 it was certified platinum in sales by the RIAA after sales exceeding 1000000 copies in the United States.
12,The Spessart Inn, The Spessart Inn (German: Das Wirtshaus im Spessart) is a 1958 West German musical comedy film directed by Kurt Hoffmann. It starred Liselotte Pulver and Carlos Thompson.
8,Tropie Podkarpackie Voivodeship, Tropie [ˈtrɔpʲɛ] is a village in the administrative district of Gmina Strzyżów within Strzyżów County Subcarpathian Voivodeship in south-eastern Poland. It lies approximately 4 kilometres (2 mi) north of Strzyżów and 22 km (14 mi) south-west of the regional capital Rzeszów.
5,Clyde (ship), The Clyde was a 1840-ton iron sailing ship with a length of 270.9 feet (82.6 m) breadth of 39 feet (12 m) and depth of 22.5 feet (6.9 m). She was built by Russell & Company Port Glasgow Scotland for the Nourse Line and named after the River Clyde flowing through Glasgow and launched on 25 July 1894. The Clyde was the last ship built for the Nourse Line. She was primarily used for the transportation of Indian indentured labourers to the colonies.
